label,left_birthDate,left_email,left_gender,left_jobTitle,left_knowsLanguage,left_name,right_birthDate,right_email,right_gender,right_jobTitle,right_knowsLanguage,right_name
,1998-08-15,paulbarr@healthcare.org,Other,Physiotherapist,de,Paul Barr,,,Male,Cytotechnologist,et,Ricky Bruce
,1965-12-12,randycarter@healthcare.org,Female,Orthopedic Surgeon,et,Randy Carter,,,Female,Licensed Practical Nurse,et,Robert Robertson
,1977-10-25,lindseyfranklin@healthcare.org,Other,Nurse Manager,et,Lindsey Franklin,,,Other,GI Nurse,de,Johnny Flores
,1984-09-24,jermainedavis@healthcare.org,Male,Radiologist,nl,Jermaine Davis,,,Other,Therapist,de,Jennifer Barry
,1990-04-20,pamelabowers@healthcare.org,Other,Anesthesiologist,et,Pamela Bowers,,,Other,Dental Hygienist,et,Regina Nelson
,1972-09-22,jeffreygreen@healthcare.org,Male,Hematology Nurse,nl,Jeffrey Green,,,Other,Skin Care Specialist,et,Susan Kramer
,1994-06-04,sarahmcdaniel@healthcare.org,Other,GI Technician,de,Sarah Mcdaniel,,,Other,Nutrition Counselor,de,William Brown
,1961-12-17,thomasfisher@healthcare.org,Other,Speech Pathologist,de,Thomas Fisher,,,Other,Women's Health Nurse,et,Mark Nichols
,1959-08-22,timothyhuerta@healthcare.org,Other,Public Health Officer,nl,Timothy Huerta,,,Other,Diabetes Educator,de,Joseph Stewart
,1983-07-10,michaelchang@healthcare.org,Female,Respiratory Therapist,de,Michael Chang,,,Female,Elderly Care Specialist,et,Candice Hernandez
,1998-01-30,hannahlove@healthcare.org,Male,GI Nurse,nl,Hannah Love,,,Male,Geneticist,et,Cheryl Schmitt
,1977-10-27,jenniferdavis@healthcare.org,Female,GI Nurse,nl,Jennifer Davis,,,Female,Environmental Health Officer,et,Thomas Stephens
,1961-08-13,stephaniekelly@healthcare.org,Female,Epidemiologist,et,Stephanie Kelly,,,Male,Arthritis Specialist,de,Jay Chapman
,1996-08-03,rachelbishop@healthcare.org,Female,Epidemiologist,de,Rachel Bishop,,,Female,Obstetric Nurse,et,Dana Williams
,1959-11-22,andrewnorris@healthcare.org,Other,MRI Technologist,de,Andrew Norris,,,Other,Midwife,et,Erika Hill
,1965-02-27,judywilliams@healthcare.org,Male,Surgeon,et,Judy Williams,,,Female,Foot Care Nurse,et,Austin Wade
,1998-04-22,stephenortiz@healthcare.org,Other,Endocrine Nurse,et,Stephen Ortiz,,,Other,Anesthesiologist,et,Ronnie James
,1995-11-09,randallanderson@healthcare.org,Male,Cytotechnologist,nl,Randall Anderson,,,Other,GI Nurse,de,Johnny Flores
,1978-11-28,dennisreilly@healthcare.org,Male,Vision Therapist,nl,Dennis Reilly,,,Other,Morgue Attendant,de,Jeremiah Hughes
,1968-09-05,johnnyflores@healthcare.org,Other,GI Nurse,de,Johnny Flores,,,Male,Public Health Officer,et,Jose Clark
,1978-05-01,michaelwagner@healthcare.org,Male,EKG Technician,nl,Michael Wagner,,,Female,Urologist,nl,Mr. Robert Holmes
,1992-04-12,amandasuarez@healthcare.org,Male,Anesthesiology Assistant,nl,Amanda Suarez,,,Female,Respiratory Therapist,de,Lori Perry
,1975-02-21,juliegonzalez@healthcare.org,Female,Psychiatrist,nl,Julie Gonzalez,,,Other,Nurse Manager,et,Lindsey Franklin
,1987-06-28,shariramirez@healthcare.org,Female,Nutrition Counselor,nl,Shari Ramirez,,,Other,Anesthesiology Nurse,et,Dr. Amber Allen
,1969-05-15,jenniferbrooks@healthcare.org,Other,Women's Health Nurse,et,Jennifer Brooks,,,Other,GI Nurse,nl,Hannah Jennings
,1965-02-06,drashleyparkdds@healthcare.org,Male,Hematology Nurse,de,Dr. Ashley Park DDS,,,Other,Oncologist,et,Heidi Mills
,1995-04-30,michaelmeadows@healthcare.org,Female,Speech Therapist,de,Michael Meadows,,,Male,Respiratory Therapist,et,Michael Hahn
,1982-08-27,samanthatorres@healthcare.org,Female,Audiologist,de,Samantha Torres,,,Male,Hematology Nurse,de,Robert Harris
,1996-03-24,annatucker@healthcare.org,Female,Histology Technician,et,Anna Tucker,,,Other,Pulmonary Function Technologist,et,Adam Smith
,1983-09-19,teresasmith@healthcare.org,Male,Toxicologist,nl,Teresa Smith,,,Male,Orthopedic Surgeon,nl,Mariah Scott
,1985-08-11,jenniferweaver@healthcare.org,Female,Dermatology Nurse,de,Jennifer Weaver,,,Male,Diabetes Educator,et,Robert Hall
,1977-03-06,lisaperez@healthcare.org,Male,Pulmonary Function Technologist,et,Lisa Perez,,,Other,Physiotherapist,et,Nathaniel Smith
,1983-05-13,stephaniepugh@healthcare.org,Female,GI Technician,nl,Stephanie Pugh,,,Other,Gastroenterologist,de,Jessica Herrera
,1994-06-15,msvictoriasanders@healthcare.org,Other,Infectious Disease Specialist,et,Ms. Victoria Sanders,,,Other,Dietitian,de,Angela Gardner
,1973-09-28,austinwade@healthcare.org,Female,Foot Care Nurse,et,Austin Wade,,,Male,General Practitioner,nl,Lee Walsh
,1974-09-29,daniellemiller@healthcare.org,Other,Health Educator,de,Danielle Miller,,,Male,Environmental Health Officer,nl,Cassandra Hernandez
,1961-12-10,larryharvey@healthcare.org,Female,Pulmonary Function Technologist,de,Larry Harvey,,,Female,Midwife,de,Amanda Wagner
,1972-08-29,russelljenkins@healthcare.org,Male,Dental Assistant,et,Russell Jenkins,,,Other,Orthodontist,de,Robert Morgan
,1978-10-26,daniellejackson@healthcare.org,Female,Gynecologist,de,Danielle Jackson,,,Other,Communication Disorders Specialist,de,Joshua Meyers
,1984-10-12,barbarawest@healthcare.org,Male,Rheumatology Nurse,de,Barbara West,,,Female,Environmental Health Officer,nl,Shannon Figueroa
,1997-11-24,gabriellevine@healthcare.org,Other,Lab Technician,et,Gabriel Levine,,,Female,Pharmacist,nl,David Stone
,1983-03-09,hannahwalsh@healthcare.org,Male,Obstetric Nurse,de,Hannah Walsh,,,Female,Midwife,nl,Donald Harrison
,1988-03-28,dawnlee@healthcare.org,Other,Surgical Technologist,de,Dawn Lee,,,Male,Orthodontist,et,Morgan Lewis
,1967-11-09,judithwilson@healthcare.org,Female,Genetic Counselor,nl,Judith Wilson,,,Female,Cardiologist,et,Rebecca Forbes
,1993-07-01,matthewjackson@healthcare.org,Female,Cardiac Nurse,nl,Matthew Jackson,,,Male,Histology Technician,et,Pamela Jackson
,1986-07-05,markhunt@healthcare.org,Male,Pulmonary Function Technologist,et,Mark Hunt,,,Female,Urologist,et,Lucas Larson
,1995-04-01,justinfrancis@healthcare.org,Female,Anesthesiology Nurse,de,Justin Francis,,,Female,Elderly Care Specialist,et,Candice Hernandez
,1990-09-23,christinabarnes@healthcare.org,Female,Infectious Disease Specialist,nl,Christina Barnes,,,Female,Neonatal Nurse,de,Kristen Peterson
,1968-03-03,darlenemiller@healthcare.org,Female,Speech Pathologist,nl,Darlene Miller,,,Other,Nutritionist,de,Cynthia Morales
,1989-07-04,stevensmith@healthcare.org,Other,Environmental Health Officer,nl,Steven Smith,,,Female,Epidemiologist,nl,Todd Nelson
,1996-03-24,annatucker@healthcare.org,Female,Histology Technician,et,Anna Tucker,,,Female,Anesthesiology Nurse,de,John Pineda
,1966-03-03,sandramoses@healthcare.org,Other,Anesthesiology Nurse,nl,Sandra Moses,,,Male,Environmental Health Officer,de,Gregory Holmes
,1983-11-06,alexanderhughes@healthcare.org,Female,Pulmonary Function Technologist,de,Alexander Hughes,,,Female,General Practitioner,de,Eddie Green
,1985-07-13,angelaturner@healthcare.org,Other,Histology Technician,de,Angela Turner,,,Female,Hematology Nurse,nl,Michelle Liu
,1992-03-21,sarahbarber@healthcare.org,Female,Dermatologist,nl,Sarah Barber,,,Female,Surgical Nurse,de,Matthew Barnett
,1968-05-20,danielledeleon@healthcare.org,Female,Ophthalmologist,nl,Danielle Deleon,,,Other,Anesthesiology Nurse,nl,Nicholas Wood
,1993-07-16,howardmorris@healthcare.org,Male,Genetic Counselor,nl,Howard Morris,,,Other,Anesthesia Assistant,de,Amy Coffey
,1998-03-03,alfredsmith@healthcare.org,Other,Speech Therapist,nl,Alfred Smith,,,Other,Cosmetic Surgery Nurse,nl,Jennifer Ray
,1962-05-13,thomasstephens@healthcare.org,Female,Environmental Health Officer,et,Thomas Stephens,,,Male,Cardiac Nurse,de,Sophia Harrell
,1980-03-10,mrrobertholmes@healthcare.org,Female,Urologist,nl,Mr. Robert Holmes,,,Other,Orthopedic Nurse,et,Gabriella Hicks
,1981-06-12,jamesrobinson@healthcare.org,Male,Dialysis Nurse,de,James Robinson,,,Female,Cosmetic Surgery Nurse,nl,Donald Anderson
,1990-11-25,ginayork@healthcare.org,Other,Anesthesiologist,nl,Gina York,,,Other,Lung Function Technician,et,Brandi Acevedo
,1961-03-20,codyhill@healthcare.org,Male,Elderly Care Specialist,de,Cody Hill,,,Male,Infectious Disease Specialist,de,Crystal Hunter
,1961-01-31,jillhayes@healthcare.org,Female,Otolaryngologist,et,Jill Hayes,,,Female,Dental Assistant,nl,Katherine Berry
,1983-06-16,kelseysmith@healthcare.org,Male,Respiratory Therapist,et,Kelsey Smith,,,Other,Dental Hygienist,et,Brian Young
,1964-10-16,dianaross@healthcare.org,Male,Urologist,nl,Diana Ross,,,Other,Dermatology Nurse,de,Christine Fischer
,1960-02-17,pauladams@healthcare.org,Male,Morgue Attendant,nl,Paul Adams,,,Other,Health Educator,nl,Matthew Beasley
,1978-01-11,sandrasandoval@healthcare.org,Female,Speech Therapist,nl,Sandra Sandoval,,,Female,Anesthesiologist,et,Vickie Hill
,1992-11-22,sabrinareed@healthcare.org,Male,Urologist,nl,Sabrina Reed,,,Female,Environmental Health Officer,nl,Shannon Figueroa
,1972-02-09,ashleyle@healthcare.org,Other,Gynecologist,et,Ashley Le,,,Female,Cardiologist,et,Rebecca Forbes
,1971-11-05,davidhill@healthcare.org,Male,Public Health Officer,nl,David Hill,,,Male,Community Outreach Specialist,et,Victor Wilson
,1990-07-31,shannonfigueroa@healthcare.org,Female,Environmental Health Officer,nl,Shannon Figueroa,,,Male,Gastroenterologist,et,Christine Gomez
,1983-11-06,alexanderhughes@healthcare.org,Female,Pulmonary Function Technologist,de,Alexander Hughes,,,Other,Rehabilitation Specialist,nl,Grace Meyer
,1960-09-20,toniking@healthcare.org,Other,Therapist,nl,Toni King,,,Female,Neurologist,nl,Ashley Carter
,1978-04-06,sarahmyers@healthcare.org,Female,Podiatrist,nl,Sarah Myers,,,Male,Endocrine Nurse,de,Stephanie Evans
,1981-04-25,kristinnichols@healthcare.org,Female,EKG Technician,et,Kristin Nichols,,,Male,Morgue Attendant,nl,Paul Adams
,1981-06-12,jamesrobinson@healthcare.org,Male,Dialysis Nurse,de,James Robinson,,,Other,Mental Health Nurse,nl,Elizabeth Andersen
,1991-11-25,jeremiahhughes@healthcare.org,Other,Morgue Attendant,de,Jeremiah Hughes,,,Other,Urology Nurse,de,Katherine Hunt
,1982-01-18,kathyknapp@healthcare.org,Female,Psychologist,et,Kathy Knapp,,,Female,Anesthesiology Nurse,de,John Pineda
,1992-04-07,lisamorales@healthcare.org,Female,Lab Technician,nl,Lisa Morales,,,Female,Optometrist,et,Holly Prince
,1995-06-05,markgrant@healthcare.org,Other,Lab Technician,et,Mark Grant,,,Female,Surgical Technologist,et,Gregory Ellison
,1959-09-17,ashleykemp@healthcare.org,Female,Orthopedic Nurse,nl,Ashley Kemp,,,Other,ENT Specialist,de,Tonya Warner
,1969-03-09,donnahill@healthcare.org,Female,Psychologist,nl,Donna Hill,,,Female,Anesthesiology Nurse,de,John Pineda
,1978-11-28,dennisreilly@healthcare.org,Male,Vision Therapist,nl,Dennis Reilly,,,Female,Surgeon,de,Daniel Henry
,1977-12-08,sarahjames@healthcare.org,Other,Plastic Surgeon,et,Sarah James,,,Female,Reconstructive Specialist,nl,David Le
,1997-08-31,michelleramirez@healthcare.org,Female,Medical Assistant,de,Michelle Ramirez,,,Female,Clinical Genetics Specialist,nl,Keith Perez
,1975-12-30,jennifergoodman@healthcare.org,Female,Emergency Physician,et,Jennifer Goodman,,,Female,Arthritis Specialist,de,Mary Jones
,1978-04-02,matthewbarnett@healthcare.org,Female,Surgical Nurse,de,Matthew Barnett,,,Female,GI Technician,et,Jason Holmes
,1959-09-13,meredithsmith@healthcare.org,Other,Anesthesia Assistant,nl,Meredith Smith,,,Female,Surgical Nurse,de,Matthew Barnett
,1981-07-27,brookesalazar@healthcare.org,Male,Infectious Disease Specialist,de,Brooke Salazar,,,Other,Endocrinologist,de,Amy Stein
,1979-10-27,georgecastaneda@healthcare.org,Male,Obstetrics Technician,de,George Castaneda,,,Female,Environmental Health Officer,et,Robert Moreno
,1985-10-18,melissagomez@healthcare.org,Male,Obstetric Nurse,et,Melissa Gomez,,,Female,Emergency Physician,et,Brian Burton
,1996-01-21,robertlogan@healthcare.org,Other,Endocrinologist,nl,Robert Logan,,,Other,Obstetric Nurse,et,Brenda Parks
,1973-05-08,brianwright@healthcare.org,Male,Dietitian,et,Brian Wright,,,Other,Plastic Surgeon,de,Thomas Murphy
,1989-08-09,seanfisher@healthcare.org,Other,Neurosurgeon,et,Sean Fisher,,,Other,Skin Care Specialist,et,Susan Kramer
,1997-02-22,terryhoffman@healthcare.org,Female,Lab Technician,nl,Terry Hoffman,,,Male,Surgeon,et,Judy Williams
,1965-09-02,travissalazar@healthcare.org,Other,Obstetric Nurse,et,Travis Salazar,,,Male,Speech Therapist,de,Johnny Williams DDS
,1965-02-27,judywilliams@healthcare.org,Male,Surgeon,et,Judy Williams,,,Other,Gynecologist,de,Andrea Miller
,1965-04-22,cindyscott@healthcare.org,Male,Optician,de,Cindy Scott,,,Other,Surgical Technologist,de,Dawn Lee
,1989-08-09,seanfisher@healthcare.org,Other,Neurosurgeon,et,Sean Fisher,,,Male,Cytotechnologist,nl,Stephanie Joseph
,1970-11-27,roycampbell@healthcare.org,Male,Orthopedic Nurse,de,Roy Campbell,,,Male,GI Nurse,nl,Hannah Love
,1983-12-04,lisaedwards@healthcare.org,Female,Orthopedic Surgeon,nl,Lisa Edwards,,,Female,Nutritionist,et,Julia Hill
,1982-12-02,marybutler@healthcare.org,Other,Diabetes Educator,de,Mary Butler,,,Other,Therapist,et,Emily Hensley
,1984-06-24,sarahhardy@healthcare.org,Other,Cardiovascular Surgeon,et,Sarah Hardy,,,Other,Respiratory Therapist,de,Jessica Hudson
,1967-03-23,martinlopez@healthcare.org,Other,Arthritis Specialist,de,Martin Lopez,,,Other,Community Outreach Specialist,nl,Krystal Hayes
,1960-05-06,jessicamiller@healthcare.org,Male,Ophthalmologist,nl,Jessica Miller,,,Male,Cardiovascular Surgeon,nl,Rose Rivera
,1974-02-02,tammyallen@healthcare.org,Male,Gynecologist,de,Tammy Allen,,,Male,Doula,et,Jennifer Paul
,1984-04-15,kerricochran@healthcare.org,Other,Histology Technician,nl,Kerri Cochran,,,Male,Urologist,nl,Sabrina Reed
,1975-10-23,mikaylanelson@healthcare.org,Other,Cardiac Nurse,et,Mikayla Nelson,,,Other,Emergency Medical Technician,et,Micheal Perez
,1962-04-20,michaelbentley@healthcare.org,Other,Lab Technician,de,Michael Bentley,,,Female,Cardiovascular Surgeon,nl,Christopher Baker
,1963-05-16,michaelfrank@healthcare.org,Male,Communication Disorders Specialist,et,Michael Frank,,,Other,Health Educator,de,Danielle Miller
,1967-09-22,dianajohnson@healthcare.org,Female,GI Technician,nl,Diana Johnson,,,Male,Podiatrist,nl,Michelle Martinez
,1968-05-28,scottkent@healthcare.org,Other,Arthritis Specialist,nl,Scott Kent,,,Other,Poison Control Specialist,de,Christina Mcgrath
,1972-07-25,lucaslarson@healthcare.org,Female,Urologist,et,Lucas Larson,,,Other,Dietitian,de,Angela Gardner
,1988-04-29,dianaellis@healthcare.org,Male,Cardiologist,nl,Diana Ellis,,,Female,Rheumatology Nurse,et,Nichole Carey
,1977-03-06,lisaperez@healthcare.org,Male,Pulmonary Function Technologist,et,Lisa Perez,,,Other,Anesthesia Assistant,nl,Meredith Smith
,1962-05-03,jessicaclark@healthcare.org,Other,Urology Nurse,et,Jessica Clark,,,Male,Podiatrist,et,Stephanie Hutchinson
,1964-12-25,matthewnoble@healthcare.org,Other,Anesthesia Assistant,de,Matthew Noble,,,Male,Poison Control Specialist,et,Christopher Harris
,1995-11-09,randallanderson@healthcare.org,Male,Cytotechnologist,nl,Randall Anderson,,,Other,Nutritionist,et,Eugene Fernandez
,1961-11-13,markduran@healthcare.org,Other,Cosmetic Surgery Nurse,nl,Mark Duran,,,Male,Dental Assistant,nl,Gary Dawson
,1983-05-26,sharonthompson@healthcare.org,Other,Surgical Technologist,et,Sharon Thompson,,,Female,Emergency Physician,et,Jennifer Goodman
,1981-04-25,kristinnichols@healthcare.org,Female,EKG Technician,et,Kristin Nichols,,,Male,Gynecologist,nl,Matthew Williams
,1967-08-14,donnaboyd@healthcare.org,Female,Obstetrics Technician,de,Donna Boyd,,,Male,Audiologist,de,Tony Rogers
,1978-03-15,karenunderwood@healthcare.org,Male,Dentist,et,Karen Underwood,,,Male,GI Nurse,et,Michael Grant
,1984-11-13,pamelahorn@healthcare.org,Other,Dermatology Nurse,de,Pamela Horn,,,Female,Rehabilitation Specialist,et,Tony Powell
,1984-03-05,melvingreene@healthcare.org,Other,Obstetrician,et,Melvin Greene,,,Female,Registered Nurse,nl,Jerry Garcia
,1978-05-01,michaelwagner@healthcare.org,Male,EKG Technician,nl,Michael Wagner,,,Male,Speech Therapist,de,Johnny Williams DDS
,1972-03-10,melissacastillo@healthcare.org,Other,Infection Control Nurse,nl,Melissa Castillo,,,Female,Rheumatology Nurse,de,Christine Lopez
,1964-08-29,stephaniepowell@healthcare.org,Male,Nutrition Counselor,nl,Stephanie Powell,,,Other,Mental Health Nurse,et,Gilbert Martin
,1989-06-19,stephengross@healthcare.org,Female,Health Educator,nl,Stephen Gross,,,Male,Gerontology Nurse,nl,Timothy Robinson
,1967-01-12,tammyharris@healthcare.org,Female,Surgeon,et,Tammy Harris,,,Female,Physiotherapist,et,Kathleen Espinoza
,1974-04-13,cassandrahernandez@healthcare.org,Male,Environmental Health Officer,nl,Cassandra Hernandez,,,Female,Urology Nurse,et,Olivia Cameron
,1990-08-09,timothyfrenchphd@healthcare.org,Male,Speech Pathologist,et,Timothy French PhD,,,Other,Doula,nl,Daniel Johnson
,1985-04-14,danapaul@healthcare.org,Male,Pathologist,nl,Dana Paul,,,Female,Urodynamics Technician,et,Stephen Murphy
,1996-01-17,noahmcdaniel@healthcare.org,Female,Arthritis Specialist,de,Noah Mcdaniel,,,Other,Cardiologist,et,Lisa Moore
,1996-02-02,kimberlyporter@healthcare.org,Female,Histology Technician,de,Kimberly Porter,,,Other,Obstetric Nurse,de,Corey Owens
,1996-11-13,dustinpena@healthcare.org,Female,Pathologist,et,Dustin Pena,,,Other,Doula,et,Courtney Johnson
,1980-10-31,nancycollins@healthcare.org,Male,Cardiovascular Surgeon,nl,Nancy Collins,,,Other,General Practitioner,et,Jeffrey Pham
,1968-12-31,deannasmith@healthcare.org,Female,Community Health Worker,de,Deanna Smith,,,Female,Rehabilitation Specialist,et,Tony Powell
,1967-07-06,suekelly@healthcare.org,Female,Surgical Nurse,de,Sue Kelly,,,Female,Speech Pathologist,nl,Darlene Miller
,1985-04-14,edwardfernandez@healthcare.org,Male,Optician,de,Edward Fernandez,,,Female,Dietitian,et,Kenneth Robbins
,1961-03-17,joshuaflynn@healthcare.org,Other,Urologist,nl,Joshua Flynn,,,Other,Nutrition Counselor,de,William Brown
,1995-11-09,randallanderson@healthcare.org,Male,Cytotechnologist,nl,Randall Anderson,,,Female,Nutrition Counselor,de,Peter West
,1994-06-22,erikahill@healthcare.org,Other,Midwife,et,Erika Hill,,,Other,Orthotic Specialist,de,Pamela Torres
,1986-12-09,matthewbeasley@healthcare.org,Other,Health Educator,nl,Matthew Beasley,,,Male,Anesthesiologist,nl,Katie Booth
,1969-02-24,sharonpeters@healthcare.org,Female,Psychologist,nl,Sharon Peters,,,Other,Therapist,et,Lindsey Arnold
,1996-10-01,michelletorres@healthcare.org,Male,Pharmacy Technician,de,Michelle Torres,,,Male,Anesthesiology Nurse,et,Lawrence Smith
,1991-04-23,jenniferpaul@healthcare.org,Male,Doula,et,Jennifer Paul,,,Female,Anesthesia Assistant,nl,Alicia Wagner
,1967-11-09,judithwilson@healthcare.org,Female,Genetic Counselor,nl,Judith Wilson,,,Female,General Practitioner,nl,Michelle Carter
,1967-07-22,kathrynodonnell@healthcare.org,Other,Women's Health Nurse,de,Kathryn Odonnell,,,Male,Orthopedic Surgeon,nl,Matthew Jenkins
,1967-07-24,christopherstewart@healthcare.org,Other,Surgeon,nl,Christopher Stewart,,,Other,EKG Technician,et,Robert Sanchez
,1980-11-02,ericfox@healthcare.org,Male,Physical Therapist,de,Eric Fox,,,Female,Anesthesia Assistant,nl,Alicia Wagner
,1984-11-13,pamelahorn@healthcare.org,Other,Dermatology Nurse,de,Pamela Horn,,,Female,Obstetric Nurse,nl,John Arellano
,1974-01-08,josephtrevino@healthcare.org,Male,Endocrinologist,de,Joseph Trevino,,,Male,Cardiac Nurse,de,Sophia Harrell
,1979-09-19,kellythomas@healthcare.org,Female,Rheumatology Nurse,de,Kelly Thomas,,,Other,Child Life Specialist,nl,Dr. Daniel Sharp
,1974-01-18,adamsmith@healthcare.org,Other,Pulmonary Function Technologist,et,Adam Smith,,,Male,Geneticist,nl,Natalie Barr
,1986-11-10,victoriamoon@healthcare.org,Other,General Practitioner,de,Victoria Moon,,,Other,Neonatal Nurse,nl,Lisa Hernandez
,1971-03-07,douglasrasmussen@healthcare.org,Other,Neonatal Nurse,de,Douglas Rasmussen,,,Male,Obstetric Nurse,de,Hannah Walsh
,1987-12-06,destinyjacobson@healthcare.org,Male,School Nurse,et,Destiny Jacobson,,,Female,Toxicologist,nl,Richard Butler
,1978-12-22,michaellindsey@healthcare.org,Other,Rehabilitation Specialist,de,Michael Lindsey,,,Male,Poison Control Specialist,de,Katherine Evans
,1959-11-22,crystalhunter@healthcare.org,Male,Infectious Disease Specialist,de,Crystal Hunter,,,Male,Gynecologist,nl,Matthew Williams
,1997-10-16,brandongraham@healthcare.org,Male,Optician,nl,Brandon Graham,,,Male,General Practitioner,de,Tracy Brown
,1983-05-13,stephaniepugh@healthcare.org,Female,GI Technician,nl,Stephanie Pugh,,,Other,GI Technician,nl,Michele Jones
,1977-10-27,jenniferdavis@healthcare.org,Female,GI Nurse,nl,Jennifer Davis,,,Other,Lab Technician,de,Michael Bentley
,1981-02-23,stephaniehutchinson@healthcare.org,Male,Podiatrist,et,Stephanie Hutchinson,,,Other,Poison Control Specialist,et,Glenda Scott
,1993-10-23,cynthiafoster@healthcare.org,Male,Pathologist,et,Cynthia Foster,,,Other,EKG Technician,et,Robert Sanchez
,1968-12-26,gabrielleking@healthcare.org,Male,Women's Health Nurse,et,Gabrielle King,,,Other,Doula,nl,William Shepherd
,1974-08-19,danawilliams@healthcare.org,Female,Obstetric Nurse,et,Dana Williams,,,Male,Primary Care Nurse,nl,Diana Murray
,1973-03-14,jennybailey@healthcare.org,Female,EKG Technician,nl,Jenny Bailey,,,Female,Emergency Physician,et,Jennifer Goodman
,1989-11-22,bretttaylor@healthcare.org,Other,Respiratory Therapist,de,Brett Taylor,,,Female,School Nurse,nl,Tara Sanchez
,1996-08-26,karencohen@healthcare.org,Other,Endocrine Nurse,et,Karen Cohen,,,Other,General Practitioner,nl,Kerry Rodriguez
,1974-04-13,cassandrahernandez@healthcare.org,Male,Environmental Health Officer,nl,Cassandra Hernandez,,,Female,Anesthesiology Assistant,de,Anthony Alexander
,1999-08-20,kimberlyjones@healthcare.org,Other,Urology Nurse,de,Kimberly Jones,,,Female,Nephrologist,et,Mr. Nathan Jacobs MD
,1959-06-16,cynthiamorales@healthcare.org,Other,Nutritionist,de,Cynthia Morales,,,Female,Public Health Nurse,et,Brandy Baird
,1975-08-01,robertmoreno@healthcare.org,Female,Environmental Health Officer,et,Robert Moreno,,,Male,Toxicologist,et,Cheryl Rodgers
,1983-02-08,erinwilson@healthcare.org,Other,Optometrist,nl,Erin Wilson,,,Female,Respiratory Therapist,de,Lori Perry
,1976-02-07,christopherclark@healthcare.org,Male,Dentist,nl,Christopher Clark,,,Male,Morgue Attendant,nl,Paul Adams
,1997-08-30,joseclark@healthcare.org,Male,Public Health Officer,et,Jose Clark,,,Male,Cytotechnologist,nl,Stephanie Joseph
,1972-05-14,carolineharris@healthcare.org,Male,Orthopedic Surgeon,et,Caroline Harris,,,Male,General Practitioner,de,Tammy Delgado
,1968-07-05,davidmiller@healthcare.org,Male,Gastroenterologist,nl,David Miller,,,Male,Dental Hygienist,et,Janet Byrd
,1971-04-04,sophiaharrell@healthcare.org,Male,Cardiac Nurse,de,Sophia Harrell,,,Male,Hematology Nurse,de,Kelly Bates
,1983-08-03,kevincooper@healthcare.org,Other,Medical Laboratory Scientist,de,Kevin Cooper,,,Other,Urology Nurse,nl,Christine Cole
,1979-04-02,jamiesanders@healthcare.org,Other,Obstetric Nurse,de,Jamie Sanders,,,Other,MRI Technologist,nl,Robert Vazquez
,1998-04-22,stephenortiz@healthcare.org,Other,Endocrine Nurse,et,Stephen Ortiz,,,Male,Cardiovascular Surgeon,nl,Rose Rivera
,1994-08-10,cameronroberts@healthcare.org,Other,Endocrinologist,et,Cameron Roberts,,,Other,Public Health Nurse,de,Dwayne Rodriguez
,1988-06-12,suzannehernandez@healthcare.org,Male,Urology Nurse,de,Suzanne Hernandez,,,Other,Histology Technician,nl,Kerri Cochran
,1977-03-04,zacharywillis@healthcare.org,Other,Toxicologist,nl,Zachary Willis,,,Female,Hematology Nurse,de,Melissa Roberts
,1966-04-04,patriciabautista@healthcare.org,Male,Cardiac Nurse,de,Patricia Bautista,,,Male,Arthritis Specialist,nl,Matthew Archer
