label,left_birthDate,left_email,left_gender,left_jobTitle,left_knowsLanguage,left_name,right_birthDate,right_email,right_gender,right_jobTitle,right_knowsLanguage,right_name
,1989-07-07,dramberallen@healthcare.org,Other,Anesthesiology Nurse,et,Dr. Amber Allen,1982-11-24,cherylschmitt@healthcare.org,Male,,et,nan
,1968-08-30,victoriajones@healthcare.org,Other,Orthotic Specialist,et,Victoria Jones,1992-02-06,laurastephens@healthcare.org,Male,,de,nan
,1983-05-13,stephaniepugh@healthcare.org,Female,GI Technician,nl,Stephanie Pugh,1966-03-03,sandramoses@healthcare.org,Other,,nl,nan
,1977-11-18,michaelgrant@healthcare.org,Male,GI Nurse,et,Michael Grant,1967-11-14,ebonylee@healthcare.org,Other,,nl,nan
,1982-08-30,kimberlyjones@healthcare.org,Male,Dental Assistant,de,Kimberly Jones,1995-03-18,vickiehill@healthcare.org,Female,,et,nan
,1992-11-07,elizabethroy@healthcare.org,Other,Pulmonologist,nl,Elizabeth Roy,1964-07-26,sherrifarley@healthcare.org,Male,,de,nan
,1967-05-28,matthewgamble@healthcare.org,Other,Podiatrist,nl,Matthew Gamble,1965-02-11,louisrivas@healthcare.org,Male,,et,nan
,1996-01-17,noahmcdaniel@healthcare.org,Female,Arthritis Specialist,de,Noah Mcdaniel,1994-07-04,mariagreer@healthcare.org,Male,,et,nan
,1988-04-29,melindawilson@healthcare.org,Other,Hematologist,de,Melinda Wilson,1971-09-06,jasonarmstrong@healthcare.org,Male,,nl,nan
,1980-08-09,lindseyarnold@healthcare.org,Other,Therapist,et,Lindsey Arnold,1996-08-26,karencohen@healthcare.org,Other,,et,nan
,1985-04-14,edwardfernandez@healthcare.org,Male,Optician,de,Edward Fernandez,1966-05-27,cindymolina@healthcare.org,Other,,nl,nan
,1984-03-08,michaellambert@healthcare.org,Female,Optometrist,de,Michael Lambert,1990-08-09,timothyfrenchphd@healthcare.org,Male,,et,nan
,1995-03-31,stevenrivera@healthcare.org,Other,Endocrinologist,nl,Steven Rivera,1974-01-21,jenniferlopezdvm@healthcare.org,Other,,nl,nan
,1960-02-11,sarahgordon@healthcare.org,Female,CT Scan Technician,et,Sarah Gordon,1970-11-26,loriperry@healthcare.org,Female,,de,nan
,1972-09-19,williamgarcia@healthcare.org,Female,Renal Dietitian,nl,William Garcia,1969-09-20,jamiemoore@healthcare.org,Female,,et,nan
,1974-04-23,christophermullins@healthcare.org,Male,Pulmonary Function Technologist,nl,Christopher Mullins,1962-05-01,michaeljohnston@healthcare.org,Female,,nl,nan
,1999-01-02,michaeltaylor@healthcare.org,Other,Dietitian,de,Michael Taylor,1973-12-28,sandragarza@healthcare.org,Male,,nl,nan
,1979-04-15,richardthomas@healthcare.org,Other,Epidemiologist,de,Richard Thomas,1983-07-09,jaychapman@healthcare.org,Male,,de,nan
,1976-03-03,ethanjonesdds@healthcare.org,Male,Community Outreach Specialist,et,Ethan Jones DDS,1972-12-22,stephanieprice@healthcare.org,Male,,de,nan
,1975-05-04,alecgraves@healthcare.org,Male,Orthodontist,et,Alec Graves,1983-07-09,jaychapman@healthcare.org,Male,,de,nan
,1965-02-27,judywilliams@healthcare.org,Male,Surgeon,et,Judy Williams,1997-11-24,gabriellevine@healthcare.org,Other,,et,nan
,1986-09-21,samuelbrown@healthcare.org,Female,Rheumatologist,et,Samuel Brown,1964-08-20,jessicacole@healthcare.org,Female,,et,nan
,1984-11-02,brandonmartin@healthcare.org,Male,Geneticist,et,Brandon Martin,1995-08-22,tammythomas@healthcare.org,Female,,et,nan
,1983-09-29,nathanpope@healthcare.org,Female,Therapist,et,Nathan Pope,1961-01-27,jerrygarcia@healthcare.org,Female,,nl,nan
,1995-09-26,connoryoung@healthcare.org,Other,Endocrinologist,nl,Connor Young,1990-07-31,shannonfigueroa@healthcare.org,Female,,nl,nan
,1971-12-19,anthonyalexander@healthcare.org,Female,Anesthesiology Assistant,de,Anthony Alexander,1990-11-29,erinflynn@healthcare.org,Female,,et,nan
,1999-01-02,michaeltaylor@healthcare.org,Other,Dietitian,de,Michael Taylor,1979-01-27,daniellevine@healthcare.org,Female,,et,nan
,1995-03-18,vickiehill@healthcare.org,Female,Anesthesiologist,et,Vickie Hill,1968-05-28,scottkent@healthcare.org,Other,,nl,nan
,1993-12-24,jamesadams@healthcare.org,Male,GI Technician,de,James Adams,1974-01-07,leahshort@healthcare.org,Male,,et,nan
,1970-11-26,loriperry@healthcare.org,Female,Respiratory Therapist,de,Lori Perry,1982-09-08,michellegarcia@healthcare.org,Female,,de,nan
,1983-09-19,teresasmith@healthcare.org,Male,Toxicologist,nl,Teresa Smith,1984-11-02,brandonmartin@healthcare.org,Male,,et,nan
,1967-04-24,anthonybates@healthcare.org,Female,Community Outreach Specialist,nl,Anthony Bates,1970-04-06,glenncordova@healthcare.org,Other,,nl,nan
,1973-08-09,davidle@healthcare.org,Female,Reconstructive Specialist,nl,David Le,1990-08-09,timothyfrenchphd@healthcare.org,Male,,et,nan
,1964-06-05,courtneymiller@healthcare.org,Female,Anesthesia Assistant,et,Courtney Miller,1980-10-09,hollygarcia@healthcare.org,Male,,de,nan
,1961-07-19,carolineroberts@healthcare.org,Male,Elderly Care Specialist,nl,Caroline Roberts,1982-01-18,kathyknapp@healthcare.org,Female,,et,nan
,1974-06-10,claudiaperez@healthcare.org,Female,Cytotechnologist,et,Claudia Perez,1976-01-09,crystalwillis@healthcare.org,Female,,de,nan
,1975-10-23,mikaylanelson@healthcare.org,Other,Cardiac Nurse,et,Mikayla Nelson,1982-04-25,morganlewis@healthcare.org,Male,,et,nan
,1970-08-13,sarahsmith@healthcare.org,Male,Community Health Worker,de,Sarah Smith,1997-11-24,gabriellevine@healthcare.org,Other,,et,nan
,1982-08-30,kimberlyjones@healthcare.org,Male,Dental Assistant,de,Kimberly Jones,1964-04-26,shawncarson@healthcare.org,Female,,nl,nan
,1976-10-25,carolwebster@healthcare.org,Male,Respiratory Therapist,de,Carol Webster,1977-03-06,lisaperez@healthcare.org,Male,,et,nan
,1982-02-26,aprilsmith@healthcare.org,Other,Hematology Nurse,et,April Smith,1966-01-17,michaelharvey@healthcare.org,Other,,et,nan
,1983-10-02,thomascruz@healthcare.org,Other,Family Physician,nl,Thomas Cruz,1971-02-01,christophergoodwin@healthcare.org,Male,,de,nan
,1984-09-24,jermainedavis@healthcare.org,Male,Radiologist,nl,Jermaine Davis,1979-09-24,misskarenstokes@healthcare.org,Other,,et,nan
,1999-02-06,lorettatorres@healthcare.org,Female,Arthritis Specialist,et,Loretta Torres,1993-10-22,henrygonzalez@healthcare.org,Male,,et,nan
,1977-03-04,abigailelliott@healthcare.org,Other,Gastroenterologist,nl,Abigail Elliott,1997-12-28,amandaramirez@healthcare.org,Other,,de,nan
,1961-07-14,kimberlyhill@healthcare.org,Female,Dental Hygienist,de,Kimberly Hill,1991-03-13,davidclark@healthcare.org,Other,,de,nan
,1973-12-28,williambailey@healthcare.org,Other,Toxicologist,et,William Bailey,1995-06-05,markgrant@healthcare.org,Other,,et,nan
,1986-01-14,ashleyroy@healthcare.org,Male,Orthopedic Nurse,et,Ashley Roy,1975-08-01,robertmoreno@healthcare.org,Female,,et,nan
,1965-02-06,drashleyparkdds@healthcare.org,Male,Hematology Nurse,de,Dr. Ashley Park DDS,1977-05-19,matthewjenkins@healthcare.org,Male,,nl,nan
,1960-03-29,victorhill@healthcare.org,Other,Vision Therapist,et,Victor Hill,1962-12-24,mariahscott@healthcare.org,Male,,nl,nan
,1976-02-07,christopherclark@healthcare.org,Male,Dentist,nl,Christopher Clark,1963-09-13,carlachurch@healthcare.org,Female,,de,nan
,1968-02-18,donaldanderson@healthcare.org,Female,Cosmetic Surgery Nurse,nl,Donald Anderson,1968-07-31,davidbuckley@healthcare.org,Female,,nl,nan
,1970-02-12,michaelpetersen@healthcare.org,Other,Women's Health Nurse,de,Michael Petersen,1997-09-16,jodifoxdds@healthcare.org,Other,,de,nan
,1966-05-05,johnmcgrath@healthcare.org,Female,Genetic Counselor,de,John Mcgrath,1975-05-23,amykelly@healthcare.org,Other,,nl,nan
,1964-06-14,brandysandersmd@healthcare.org,Male,Pathologist,nl,Brandy Sanders MD,1985-11-20,heatherfrazier@healthcare.org,Female,,de,nan
,1993-10-04,anthonybentley@healthcare.org,Male,Cardiovascular Surgeon,de,Anthony Bentley,1961-03-11,ashleytyler@healthcare.org,Male,,nl,nan
,1994-10-30,michellemeyers@healthcare.org,Other,Urology Nurse,de,Michelle Meyers,1983-09-19,teresasmith@healthcare.org,Male,,nl,nan
,1984-11-10,georgebell@healthcare.org,Female,Geriatrician,et,George Bell,1989-11-20,amystein@healthcare.org,Other,,de,nan
,1971-06-22,jessicaherrera@healthcare.org,Other,Gastroenterologist,de,Jessica Herrera,1987-10-14,ronniegibson@healthcare.org,Male,,de,nan
,1995-08-31,rickydiaz@healthcare.org,Male,Optometrist,nl,Ricky Diaz,1967-03-23,martinlopez@healthcare.org,Other,,de,nan
,1974-06-10,claudiaperez@healthcare.org,Female,Cytotechnologist,et,Claudia Perez,1961-08-07,markbowen@healthcare.org,Other,,et,nan
,1973-03-23,robertvazquez@healthcare.org,Other,MRI Technologist,nl,Robert Vazquez,1973-03-30,stevenboone@healthcare.org,Other,,nl,nan
,1975-07-05,elizabethfox@healthcare.org,Other,Health Educator,et,Elizabeth Fox,1967-01-12,tammyharris@healthcare.org,Female,,et,nan
,1981-11-16,alexandriajones@healthcare.org,Female,Podiatrist,et,Alexandria Jones,1997-11-28,rodneysaunders@healthcare.org,Male,,de,nan
,1996-08-29,raymondmcgrathjr@healthcare.org,Male,Ophthalmologist,de,Raymond Mcgrath Jr.,1996-08-03,rachelbishop@healthcare.org,Female,,de,nan
,1978-07-24,robertsanchez@healthcare.org,Other,EKG Technician,et,Robert Sanchez,1972-02-21,melissastephens@healthcare.org,Male,,nl,nan
,1998-09-21,calvinbarr@healthcare.org,Other,Lung Function Technician,nl,Calvin Barr,1973-04-21,kylewhitaker@healthcare.org,Female,,nl,nan
,1968-10-15,pamelatorres@healthcare.org,Other,Orthotic Specialist,de,Pamela Torres,1999-11-10,rogermarshall@healthcare.org,Male,,nl,nan
,1995-04-30,michaelmeadows@healthcare.org,Female,Speech Therapist,de,Michael Meadows,1984-11-10,georgebell@healthcare.org,Female,,et,nan
,1960-09-30,michelejones@healthcare.org,Other,GI Technician,nl,Michele Jones,1998-04-22,stephenortiz@healthcare.org,Other,,et,nan
,1979-07-10,michaelmelton@healthcare.org,Other,Obstetrician,et,Michael Melton,1993-03-19,amyhurley@healthcare.org,Other,,et,nan
,1979-01-13,patrickmarshall@healthcare.org,Female,Anesthesiologist,nl,Patrick Marshall,1972-04-18,jillcastro@healthcare.org,Female,,de,nan
,1979-09-24,meganfernandez@healthcare.org,Male,Urology Nurse,de,Megan Fernandez,1997-07-09,sonyasawyer@healthcare.org,Other,,de,nan
,1976-02-07,christopherclark@healthcare.org,Male,Dentist,nl,Christopher Clark,1959-09-20,garycarter@healthcare.org,Female,,nl,nan
,1972-11-14,dwaynerodriguez@healthcare.org,Other,Public Health Nurse,de,Dwayne Rodriguez,1974-12-03,josephthompson@healthcare.org,Female,,de,nan
,1966-07-16,christinafoster@healthcare.org,Male,Infectious Disease Specialist,nl,Christina Foster,1983-06-11,matthewkaufman@healthcare.org,Other,,et,nan
,1986-09-21,samuelbrown@healthcare.org,Female,Rheumatologist,et,Samuel Brown,1962-08-26,angelaflynn@healthcare.org,Other,,de,nan
,1982-03-29,allisonjohnson@healthcare.org,Other,Doula,et,Allison Johnson,1971-10-11,aaronroberts@healthcare.org,Female,,de,nan
,1974-04-17,andrewdunn@healthcare.org,Other,Primary Care Nurse,de,Andrew Dunn,1972-04-18,jillcastro@healthcare.org,Female,,de,nan
,1986-11-20,tracybrown@healthcare.org,Male,General Practitioner,de,Tracy Brown,1978-06-15,jenniferbarry@healthcare.org,Other,,de,nan
,1960-03-14,christinefischer@healthcare.org,Other,Dermatology Nurse,de,Christine Fischer,2000-03-05,davidwright@healthcare.org,Other,,de,nan
,1975-08-06,jessicascott@healthcare.org,Male,Lung Function Technician,nl,Jessica Scott,1993-07-01,matthewjackson@healthcare.org,Female,,nl,nan
,1960-09-30,michelejones@healthcare.org,Other,GI Technician,nl,Michele Jones,1980-06-24,jennifervelazquez@healthcare.org,Female,,de,nan
,1979-09-19,kellythomas@healthcare.org,Female,Rheumatology Nurse,de,Kelly Thomas,1981-05-17,nathanielsmith@healthcare.org,Other,,et,nan
,1986-08-31,anthonyhernandez@healthcare.org,Male,Dental Assistant,de,Anthony Hernandez,1973-05-31,angelawood@healthcare.org,Male,,nl,nan
,1976-07-10,kennethmiller@healthcare.org,Other,Sleep Technician,et,Kenneth Miller,1975-02-21,juliegonzalez@healthcare.org,Female,,nl,nan
,1983-07-09,jaychapman@healthcare.org,Male,Arthritis Specialist,de,Jay Chapman,1960-07-12,rebeccaperez@healthcare.org,Female,,et,nan
,1967-04-24,anthonybates@healthcare.org,Female,Community Outreach Specialist,nl,Anthony Bates,1961-12-10,larryharvey@healthcare.org,Female,,de,nan
,1995-04-01,justinfrancis@healthcare.org,Female,Anesthesiology Nurse,de,Justin Francis,1997-10-01,graceadams@healthcare.org,Other,,nl,nan
,1982-03-29,allisonjohnson@healthcare.org,Other,Doula,et,Allison Johnson,1996-02-20,jenniferlawrence@healthcare.org,Female,,de,nan
,1992-06-03,carllong@healthcare.org,Other,Skin Care Specialist,et,Carl Long,1968-01-12,justinnguyen@healthcare.org,Male,,de,nan
,1972-02-09,ashleyle@healthcare.org,Other,Gynecologist,et,Ashley Le,1974-06-24,davidstone@healthcare.org,Female,,nl,nan
,1987-02-26,jessicamorales@healthcare.org,Female,Environmental Health Officer,de,Jessica Morales,1995-08-22,tammythomas@healthcare.org,Female,,et,nan
,1977-05-19,matthewjenkins@healthcare.org,Male,Orthopedic Surgeon,nl,Matthew Jenkins,1968-02-27,shirleymartinez@healthcare.org,Other,,nl,nan
,1992-03-04,kristamaddox@healthcare.org,Female,GI Nurse,et,Krista Maddox,1959-08-20,amandadaniels@healthcare.org,Female,,et,nan
,1965-09-02,travissalazar@healthcare.org,Other,Obstetric Nurse,et,Travis Salazar,1966-05-05,karamartinez@healthcare.org,Male,,nl,nan
,1971-02-01,christophergoodwin@healthcare.org,Male,Toxicologist,de,Christopher Goodwin,1971-08-31,davidbaird@healthcare.org,Female,,et,nan
,1965-12-12,randycarter@healthcare.org,Female,Orthopedic Surgeon,et,Randy Carter,1960-09-20,toniking@healthcare.org,Other,,nl,nan
,1975-05-04,alecgraves@healthcare.org,Male,Orthodontist,et,Alec Graves,1961-04-30,robertmccallmd@healthcare.org,Male,,de,nan
,1959-11-22,crystalhunter@healthcare.org,Male,Infectious Disease Specialist,de,Crystal Hunter,1999-01-11,carlydickerson@healthcare.org,Female,,nl,nan
,1976-03-19,elizabethmartinez@healthcare.org,Female,EKG Technician,nl,Elizabeth Martinez,1961-06-24,charlesking@healthcare.org,Female,,et,nan
,1969-09-20,jamiemoore@healthcare.org,Female,Anesthesiology Assistant,et,Jamie Moore,1960-10-08,scottterrell@healthcare.org,Female,,et,nan
,1990-05-25,colinwilson@healthcare.org,Other,Epidemiologist,de,Colin Wilson,1981-07-31,mercedesrobles@healthcare.org,Other,,de,nan
,1962-05-01,michaeljohnston@healthcare.org,Female,Primary Care Nurse,nl,Michael Johnston,1971-10-11,aaronroberts@healthcare.org,Female,,de,nan
,1959-08-22,timothyhuerta@healthcare.org,Other,Public Health Officer,nl,Timothy Huerta,1972-03-18,sherrycowan@healthcare.org,Female,,et,nan
,1970-06-24,andrearuiz@healthcare.org,Female,Speech Therapist,de,Andrea Ruiz,1983-02-08,erinwilson@healthcare.org,Other,,nl,nan
,1971-06-22,jessicaherrera@healthcare.org,Other,Gastroenterologist,de,Jessica Herrera,1975-08-04,danielhenry@healthcare.org,Female,,de,nan
,1968-07-31,davidbuckley@healthcare.org,Female,Pharmacy Technician,nl,David Buckley,1978-09-06,peterrichardson@healthcare.org,Male,,nl,nan
,1986-06-03,robertmorgan@healthcare.org,Other,Orthodontist,de,Robert Morgan,1979-04-09,alexanderanderson@healthcare.org,Other,,nl,nan
,1998-12-15,rebeccapalmer@healthcare.org,Other,Geriatrician,et,Rebecca Palmer,1963-05-16,michaelfrank@healthcare.org,Male,,et,nan
,1962-05-01,michaeljohnston@healthcare.org,Female,Primary Care Nurse,nl,Michael Johnston,1996-02-20,jenniferlawrence@healthcare.org,Female,,de,nan
,1994-04-12,savannahmann@healthcare.org,Male,Speech Therapist,et,Savannah Mann,1964-06-14,brandysandersmd@healthcare.org,Male,,nl,nan
,1971-03-04,timothystevenson@healthcare.org,Male,Community Outreach Specialist,et,Timothy Stevenson,1995-04-01,justinfrancis@healthcare.org,Female,,de,nan
,1965-09-06,sethwalter@healthcare.org,Other,Therapist,nl,Seth Walter,1996-01-26,elizabethchan@healthcare.org,Male,,de,nan
,1973-04-16,seanevans@healthcare.org,Male,Psychologist,nl,Sean Evans,1974-06-10,claudiaperez@healthcare.org,Female,,et,nan
,1960-02-15,joshuabradleydds@healthcare.org,Other,Elderly Care Specialist,et,Joshua Bradley DDS,1978-02-22,hannahmiller@healthcare.org,Female,,de,nan
,1965-11-12,marykennedy@healthcare.org,Female,Nutrition Counselor,et,Mary Kennedy,1978-07-06,warrenmcfarland@healthcare.org,Male,,et,nan
,1999-01-11,carlydickerson@healthcare.org,Female,Pediatric Nurse,nl,Carly Dickerson,1968-06-06,josephstewart@healthcare.org,Other,,de,nan
,1978-06-15,jenniferbarry@healthcare.org,Other,Therapist,de,Jennifer Barry,1979-01-27,daniellevine@healthcare.org,Female,,et,nan
,1963-05-01,matthewrodriguez@healthcare.org,Other,Primary Care Nurse,nl,Matthew Rodriguez,1969-10-04,brianburton@healthcare.org,Female,,et,nan
,1995-12-27,melissacampos@healthcare.org,Other,Audiologist,nl,Melissa Campos,1998-10-14,andreprice@healthcare.org,Other,,de,nan
,1998-10-18,kevinkaufman@healthcare.org,Female,Epidemiologist,de,Kevin Kaufman,1988-03-28,nathanramirez@healthcare.org,Female,,et,nan
,1982-12-12,gabrielawelchmd@healthcare.org,Other,Dermatologist,de,Gabriela Welch MD,1990-08-09,timothyfrenchphd@healthcare.org,Male,,et,nan
,1972-12-04,oliviacameron@healthcare.org,Female,Urology Nurse,et,Olivia Cameron,1991-09-20,kaylafoster@healthcare.org,Other,,et,nan
,1974-05-25,christinegomez@healthcare.org,Male,Gastroenterologist,et,Christine Gomez,1970-09-17,brandiduncan@healthcare.org,Other,,de,nan
,1983-10-02,thomascruz@healthcare.org,Other,Family Physician,nl,Thomas Cruz,1985-03-16,georgeboyd@healthcare.org,Female,,nl,nan
,1967-07-07,edwardcontreras@healthcare.org,Female,Cardiologist,de,Edward Contreras,1973-09-28,austinwade@healthcare.org,Female,,et,nan
,1990-07-05,tarajohnson@healthcare.org,Other,Mental Health Nurse,nl,Tara Johnson,1965-02-27,judywilliams@healthcare.org,Male,,et,nan
,1971-05-21,chelseadavis@healthcare.org,Female,Public Health Officer,et,Chelsea Davis,1961-12-17,thomasfisher@healthcare.org,Other,,de,nan
,1965-04-20,robertsmith@healthcare.org,Other,Epidemiologist,nl,Robert Smith,1962-12-12,gregoryfernandez@healthcare.org,Other,,et,nan
,1962-12-03,charleneduncan@healthcare.org,Female,Pathologist,nl,Charlene Duncan,1961-09-21,christopherharris@healthcare.org,Male,,et,nan
,1988-03-22,timothyrobinson@healthcare.org,Male,Gerontology Nurse,nl,Timothy Robinson,1999-11-10,rogermarshall@healthcare.org,Male,,nl,nan
,1984-10-12,barbarawest@healthcare.org,Male,Rheumatology Nurse,de,Barbara West,1989-11-04,matthewwilliams@healthcare.org,Male,,nl,nan
,1998-06-05,kennethrobbins@healthcare.org,Female,Dietitian,et,Kenneth Robbins,1986-01-05,lawrencesmith@healthcare.org,Male,,et,nan
,1972-09-17,wyattmiller@healthcare.org,Female,Urologist,de,Wyatt Miller,1987-12-21,amycoffey@healthcare.org,Other,,de,nan
,1983-06-11,matthewkaufman@healthcare.org,Other,Endocrinologist,et,Matthew Kaufman,1995-12-15,emilyfreeman@healthcare.org,Female,,nl,nan
,1982-12-25,tracyreed@healthcare.org,Male,Dermatologist,nl,Tracy Reed,1991-10-13,katherinehunt@healthcare.org,Other,,de,nan
,1991-04-23,jenniferpaul@healthcare.org,Male,Doula,et,Jennifer Paul,1990-04-01,sandrabrown@healthcare.org,Male,,de,nan
,1964-07-26,sherrifarley@healthcare.org,Male,Pulmonologist,de,Sherri Farley,1995-04-01,justinfrancis@healthcare.org,Female,,de,nan
,1975-05-23,amykelly@healthcare.org,Other,Dentist,nl,Amy Kelly,1960-02-17,pauladams@healthcare.org,Male,,nl,nan
,1986-03-21,susanwilliams@healthcare.org,Male,Orthotic Specialist,et,Susan Williams,1987-11-13,adamfernandez@healthcare.org,Female,,et,nan
,1962-05-03,jessicaclark@healthcare.org,Other,Urology Nurse,et,Jessica Clark,1973-09-09,rickybruce@healthcare.org,Male,,et,nan
,1965-03-30,jordanbailey@healthcare.org,Male,Infectious Disease Specialist,et,Jordan Bailey,1984-05-07,tracyjohnson@healthcare.org,Female,,nl,nan
,1973-09-09,rickybruce@healthcare.org,Male,Cytotechnologist,et,Ricky Bruce,1976-08-02,kaitlynhebert@healthcare.org,Male,,nl,nan
,1993-12-09,hunterstanton@healthcare.org,Female,Doula,nl,Hunter Stanton,1969-09-24,ernestsims@healthcare.org,Male,,et,nan
,1983-03-04,abigailthornton@healthcare.org,Female,Gerontology Nurse,et,Abigail Thornton,1982-02-26,aprilsmith@healthcare.org,Other,,et,nan
,1967-07-06,suekelly@healthcare.org,Female,Surgical Nurse,de,Sue Kelly,1963-04-04,heathercannon@healthcare.org,Female,,nl,nan
,1966-10-04,gregoryrowe@healthcare.org,Other,Midwife,de,Gregory Rowe,1996-06-01,yolandataylor@healthcare.org,Female,,nl,nan
,1983-01-16,arianagardner@healthcare.org,Female,Psychiatrist,de,Ariana Gardner,1965-05-10,taylorlee@healthcare.org,Female,,nl,nan
,1972-09-17,wyattmiller@healthcare.org,Female,Urologist,de,Wyatt Miller,1981-10-13,keithanderson@healthcare.org,Female,,et,nan
,1965-01-15,cherylrodgers@healthcare.org,Male,Toxicologist,et,Cheryl Rodgers,1965-02-06,drashleyparkdds@healthcare.org,Male,,de,nan
,1983-01-14,meganosborne@healthcare.org,Female,Anesthesiology Nurse,et,Megan Osborne,1980-09-23,willieestrada@healthcare.org,Female,,nl,nan
,1984-03-08,michaellambert@healthcare.org,Female,Optometrist,de,Michael Lambert,1981-08-16,shaunjones@healthcare.org,Female,,de,nan
,1981-06-27,ronaldwalters@healthcare.org,Male,Physical Therapy Assistant,de,Ronald Walters,1996-05-24,donaldgarcia@healthcare.org,Other,,de,nan
,1968-09-18,krystalhayes@healthcare.org,Other,Community Outreach Specialist,nl,Krystal Hayes,1996-10-26,alyssawilliams@healthcare.org,Female,,nl,nan
,1964-12-25,matthewnoble@healthcare.org,Other,Anesthesia Assistant,de,Matthew Noble,1980-08-09,lindseyarnold@healthcare.org,Other,,et,nan
,1974-06-24,davidstone@healthcare.org,Female,Pharmacist,nl,David Stone,1977-08-23,tyronegarcia@healthcare.org,Female,,nl,nan
,1973-03-14,jennybailey@healthcare.org,Female,EKG Technician,nl,Jenny Bailey,1966-11-15,keithharper@healthcare.org,Male,,nl,nan
,1961-12-17,thomasfisher@healthcare.org,Other,Speech Pathologist,de,Thomas Fisher,1961-12-17,thomasfisher@healthcare.org,Other,,de,nan
,1974-09-29,daniellemiller@healthcare.org,Other,Health Educator,de,Danielle Miller,1969-11-16,thomasmurphy@healthcare.org,Other,,de,nan
,1983-03-04,abigailthornton@healthcare.org,Female,Gerontology Nurse,et,Abigail Thornton,1990-09-22,elizabethjacobs@healthcare.org,Other,,et,nan
,1983-06-13,hannahjennings@healthcare.org,Other,GI Nurse,nl,Hannah Jennings,1978-12-18,joemiller@healthcare.org,Other,,nl,nan
,1983-06-13,hannahjennings@healthcare.org,Other,GI Nurse,nl,Hannah Jennings,1998-05-26,sethmorse@healthcare.org,Other,,de,nan
,1967-07-24,christopherstewart@healthcare.org,Other,Surgeon,nl,Christopher Stewart,1989-11-22,bretttaylor@healthcare.org,Other,,de,nan
,1985-02-06,aprilcoleman@healthcare.org,Male,Orthopedic Surgeon,et,April Coleman,1974-04-23,christophermullins@healthcare.org,Male,,nl,nan
