label,left_addressCountry,left_addressLocality,left_postalCode,left_streetAddress,right_addressCountry,right_addressLocality,right_postalCode,right_streetAddress
,AT,Marchtrenk,4437,Hofstätterring 12,Austria,Amstetten,9831,Reischlstraße 16
,AT,Oberpullendorf,5724,Weissplatz 30,NL,Pietersbierum,2476 JN,Emmapad 48C
,AT,Retz,6077,Steinlechnerring 79,NL,Westerhoven,4010 ND,Sebastiaanhof 113B
,EE,West Andrei,67560,Jelena Rapid 28,AT,Waidhofen an der Thaya,5432 ,Wilfingerring 135
,AT,Marchtrenk,4437,Hofstätterring 12,Estonia,Aderport,41550,Nikiforov Mountains 28
,AT,Kufstein,2617,Dana-Edlinger-Straße 95,NL,Achtmaal,7277 QZ,Suzeweg 129C
,AT,Gmunden,9449,Aignergasse 94,NL,Beek,8401 RT,Yaraweg 29B
,EE,Eveshire,98391,Tamara Trafficway 105,NL,Wehl,3890QA,Martsingel 139
,NL,Jouswier,4694 LZ,Liseboulevard 99,EE,Eveshire,98391,Tamara Trafficway 105C
,NL,Echteld,6042 AC,Berendpad 16,AT,Fürstenfeld,2510 ,Marvin-Jahn-Straße 111
,NL,Blesdijke,7031 CH,Carlijnsteeg 86,NL,Uithoorn,9783 DD,Sebastiaanhof 142C
,AT,Ebenfurth,8571,Levi-Schweiger-Weg 114,NL,Wesens,5380 XN,Zakarialaan 46
,AT,Landeck,2308,Fitzstraße 14,Austria,Altheim,2279,Manuel-Schwendinger-Weg 5
,NL,Udenhout,8151 AR,Milanpad 127,EE,Ãunubrgh,72780,Nadežda Parkway 139
,NL,Laag-Keppel,5912 EL,Emmabaan 11,NL,Hoofddorp,5788 LP,Saarsteeg 12B
,NL,Farmsum,2103 QS,Esmeeweg 105,AT,Majriazell,5414,Matilda-Scherzer-Gasse 129
,AT,Raabs an der Thaya,9317,Scharfstr. 101,EE,Sergejevmouth,87483 ,Toots Ridges 101
,AT,Waidhofen an der Ybbs,2963,Steinkellnergasse 54,EE,North Kristia,78705,Rätsep Mill 49
,AT,Schrattenthal,9535,Loiblplatz 8,NL,De Zik,5250 EI,Sennalaan 52
,NL,Hoofddorp,5788 LP,Saarsteeg 12,AT,Ferlacch,6055,Fernando-Polzer-Platz 77
,EE,West Sirjetown,55098,Kolk Stream 78,AT,Scrattenthal,5869,Elisabeth-Rössler-Ring 94
,NL,Wehl,3890 QA,Martsingel 139,AT,Gmunden,9449 ,Aignergasse 94
,AT,Rottenmann,4988,Elina-Wurzer-Platz 107,AT,Bischofshofen,8418 ,Stögergasse 56
,AT,Dürnstein,1474,Grünwaldplatz 18,EE,North Kristia,78705,Rätsep Mill 49
,AT,Mariazell,5458,Richard-Gamsjäger-Weg 134,NL,Sleen,5361RW,Linnbaan 30
,AT,Fürstenfeld,9237,Nikolina-Kucera-Straße 39,AT,Rottenmann,4634 ,Lara-Schön-Weg 67
,NL,Vuren,2498 UD,Aliciahof 116,AT,Sankt Valentlin,3787,Cornelius-Mitterer-Ring 83
,NL,Beerze,2439 GU,Pepijnsteeg 115,NL,De Zik,5250 EI,Sennalaan 52
,AT,Mariazell,5458,Richard-Gamsjäger-Weg 134,NL,Waspe,6493 TX,Aaliyahdreef 118
,EE,Pulkmouth,57994,Kalmus Trail 111,EE,East Alexanderhavne,35134,Anne Manor 145
,AT,Traun,9775,Igor-Grüner-Weg 111,NL,De Zik,5250 EI,Sennalaan 52
,EE,East Juri,74582,Pavel Radial 80,AT,Baden,1873 ,Barbara-Mitterlehner-Gasse 123
,AT,Altheim,2279,Manuel-Schwendinger-Weg 5,EE,Langton,76772,Anna Inlet 146
,NL,Blokzijl,8697 EV,Madeliefstraat 141,NL,Deesst,4644 TX,Mayastraat 90
,EE,East Alexanderhaven,35134,Anne Manor 145,Estonia,East Sander,51250,Urb Point 70
,NL,Blesdijke,7031 CH,Carlijnsteeg 86,NL,Punthorst,2368YL,Suzepad 34
,AT,Liezen,4309,Lily-Rechberger-Ring 65,Austria,Braunau am Inn,3125,Jasper-Heller-Gasse 49
,AT,Waidhofen an der Ybbs,2963,Steinkellnergasse 54,Netherlands,Meterik,9641 EG,Timpad 65
,AT,Wieselburg,2431,Ellergasse 123,Austria,Zistersdorf,7590,Rothstr. 97
,NL,Echteld,6042 AC,Berendpad 16,NL,Grubbenvrst,1868 RZ,Johannasingel 43
,AT,Raabs an der Thaya,5206,Tim-Scholz-Weg 102,AT,Oberwälz,7370 ,Schützstraße 103
,AT,Völkermarkt,7251,John-Varga-Straße 113,AT,Wiener Neustadt,1976,Kernring 18C
,NL,Blokzijl,8697 EV,Madeliefstraat 141,NL,Uithoorn,9783 DD,Sebastiaanhof 142C
,AT,Jennersdorf,4114,Nikola-Schwab-Ring 3,AT,Stadtschlaining,3202 ,Joshua-Holzmann-Ring 35
,EE,Vainmouth,72093,Aino Cape 70,Netherlands,Meterik,9641 EG,Timpad 65
,EE,East Sander,51250,Urb Point 70,AT,Oberndorf bei Slazburg,2976,Franz-Marx-Straße 1
,AT,Wieselburg,8804,Alexandra-Hartl-Ring 8,NL,Waspe,6493 TX,Aaliyahdreef 118
,AT,Liezen,4309,Lily-Rechberger-Ring 65,Austria,Scheibbs,6984,Höflergasse 51
,NL,Nieuwe Pekela,2569 KW,Rikdreef 97,EE,Jaanusborough,52268,Diana Island 107C
,EE,New Valentina,32408,Suvi Springs 104,AT,Leibnitz,5161,Pendlring 71C
,EE,Lake Dianastad,99041,Tatiana Viaduct 72,NL,Trijpscompagnie,8550 YW,Veerlehof 31
,NL,Beek,8401 RT,Yaraweg 29,EE,Jevgenfort,84956,Kadri Island 34
,EE,Indrekmouth,67144,Matvejev Orchard 138,EE,North Romanfurt,31917,Priit Street 91C
,EE,Alexandermouth,54606,Jaan River 88,Netherlands,Nieuwe Wetering,7551 DV,Fatimasteeg 138
,NL,Velserbroek,7518 QF,Damianhof 129,AT,Gföhl,7399 ,Rosa-Sorger-Straße 82
,NL,Hekelingen,8055 SW,Azraweg 17,Estonia,Urmasland,21111,Anna Fork 68
,AT,Schrattenthal,5869,Elisabeth-Rössler-Ring 94,NL,Krewred,4410 NO,Simonring 120
,EE,Jaanusborough,52268,Diana Island 107,AT,Eggenburg,1653,Veronika-Himmelbauer-StraÃe 79C
,AT,Bad Hall,7287,Fritschstraße 10,AT,Rottenmann,4634 ,Lara-Schön-Weg 67
,NL,'s-Graveland,5492 CV,Mikepad 33,Austria,Gmunden,3043,Marie-Jung-Ring 148
,AT,Klagenfurt,4852,Klausring 2,EE,East Alexanderhavne,35134,Anne Manor 145
,NL,Angeren,9800 AU,Daniweg 69,AT,Waidhofen an der Ybbs,2963,Steinkellnergasse 54C
,AT,Stadtschlaining,9765,Lisa-Wöhrer-Straße 147,AT,Pysdorf,9968,Reichlgasse 149
,NL,Deest,4644 TX,Mayastraat 90,EE,North Irinaborough,12187,Priit Mount 91B
,NL,Achtmaal,7277 QZ,Suzeweg 129,Estonia,Kasemaabury,83887,Tiiu Port 116
,AT,Baden,2908,Danilo-Mitterlehner-Gasse 113,EE,West Sirjetown,55098,Kolk Stream 78C
,AT,Bad Radkersburg,2617,Wöhrerplatz 23,EE,Reetbury,64161 ,Kaasik Field 107
,NL,Echteld,6042 AC,Berendpad 16,NL,Basse,5137CW,Amirabaan 48
,EE,Kristiinaburgh,43198,Reet Port 145,AT,Krems an der Donau,6060 ,Foidlstr. 65
,EE,Annaview,92404,Nadežda Spring 67,AT,Bischofshofen,8418 ,Stögergasse 56
,EE,North Kristina,64165,Kilk Corner 132,Estonia,Elenafort,10405,Sergey Forge 83
,EE,Mägichester,53090,Sokolov Turnpike 148,AT,Majriazell,5414,Matilda-Scherzer-Gasse 129
,EE,East Siimland,23309,Kondratjev Pike 122,AT,Grieskirchen,9040 ,Alexander-Kopf-Weg 18
,EE,Annaview,19618,Aino Divide 11,AT,Köflach,1969,Fleischmanngasse 147B
,AT,Grieskirchen,9040,Alexander-Kopf-Weg 18,EE,East Alexanderhavne,35134,Anne Manor 145
,AT,Schwechat,3793,Laureen-Nowak-Weg 135,Estonia,Kasemaabury,83887,Tiiu Port 116
,NL,Tonden,6650 HE,Sophiepad 68,EE,Tiitside,89287,Valentina Stravenue 16B
,AT,Krems an der Donau,6060,Foidlstr. 65,Austria,Mank,3433,Voglring 145
,AT,Ternitz,4294,Justin-Gross-Straße 126,AT,Badn,2908,Danilo-Mitterlehner-Gasse 113
,EE,Sillasteberg,66820,Rein Trail 98,Austria,Neunkirchen,3226,Boris-Ladner-Platz 8
,AT,Pregarten,5773,Karoline-Horak-Gasse 146,NL,Ewsijk,3850 RP,Lukahof 42
,AT,Schrems,5265,Richard-Dorner-Weg 104,NL,Keerkrade,2575 PB,Lilysingel 63
,AT,Krems an der Donau,6060,Foidlstr. 65,Estonia,Lake Triin,47768,Aasa Land 144
,AT,Zwettl,9873,Jessica-Bachmann-Straße 83,Estonia,Andreiside,45067,Anne Stravenue 82
,EE,Kristiinaburgh,43198,Reet Port 145,NL,Sleen,5361RW,Linnbaan 30
,AT,Raabs an der Thaya,9317,Scharfstr. 101,EE,North Jekaterinastad,97935 ,Pavel Lock 86
,NL,Meterik,9641 EG,Timpad 65,AT,Mank,9672 ,Hoferplatz 2
,AT,Dornbirn,6636,Erhartgasse 8,EE,North Jekaterinastad,97935 ,Pavel Lock 86
,AT,Zistersdorf,8052,Aleksandra-Friedrich-Straße 11,EE,Langton,76772,Anna Inlet 146
,AT,Altheim,2279,Manuel-Schwendinger-Weg 5,NL,Vuren,2498UD,Aliciahof 116
,EE,Lake Dianastad,99041,Tatiana Viaduct 72,NL,Grubbenvrst,1868 RZ,Johannasingel 43
,AT,Gänserndorf,8049,Nikolai-Scheucher-Ring 93,AT,Dornbirn,6636 ,Erhartgasse 8
,EE,North Kristina,78705,Rätsep Mill 49,Estonia,Tõnuland,95547,Riina Gardens 123
,NL,Oppenhuizen,7639 KX,Milahof 74,AT,Enns,2160,Alara-Reif-Weg 88B
,EE,Jevgenifort,84956,Kadri Island 34,NL,Krewred,4410 NO,Simonring 120
,NL,Bakhuizen,2328 GS,Meikelaan 31,AT,Zistersdorf,8052 ,Aleksandra-Friedrich-Straße 11
,AT,Mautern an der Donau,4451,Draxlergasse 17,EE,Remmelvieew,87595,Nurk Forges 31
,NL,De Zilk,5250 EI,Sennalaan 52,EE,Vainmouth,72093 ,Aino Cape 70
,NL,Barendrecht,9916 ZQ,Jeltesingel 32,AT,DÃ¼rsntein,5667,Dana-Neumayr-Straße 111
,AT,Mautern an der Donau,4451,Draxlergasse 17,NL,Echteeld,6042 AC,Berendpad 16
,AT,Bad Radkersburg,2617,Wöhrerplatz 23,EE,Westt Anna,34769,Olga Key 51
,AT,Ebenfurth,8571,Levi-Schweiger-Weg 114,EE,West Mihkelton,89155,Maslov Walk 8A
,NL,Nieuwe Pekela,2569 KW,Rikdreef 97,Austria,Braunau am Inn,3125,Jasper-Heller-Gasse 49
,NL,Grootschermer,2812 AU,Isisring 85,AT,Mattesrburg,3850,Jasmine-Puntigam-Platz 74
,NL,Makkum,2114 MG,Tarasteeg 102,AT,Dürnstein,6578,Calvin-Kasper-StraÃe 46B
,AT,Raabs an der Thaya,5206,Tim-Scholz-Weg 102,Austria,Schärding,6152,Sabine-Burtscher-Gasse 108
,AT,Innsbruck,2915,Leopold-Krainer-Platz 29,NL,Keerkrade,2575 PB,Lilysingel 63
,NL,Tonden,6650 HE,Sophiepad 68,NL,Oppenhuizen,7639KX,Milahof 74
,AT,Mattersburg,3850,Jasmine-Puntigam-Platz 74,EE,South Meelis,74495,Aleksandr Pines 41A
,EE,Viktormouth,49275,Kiil Parks 137,AT,Ferlacch,6055,Fernando-Polzer-Platz 77
,EE,Elenafort,10405,Sergey Forge 83,EE,East Alexanderhavne,35134,Anne Manor 145
,NL,Oppenhuizen,7639 KX,Milahof 74,NL,Sleen,5361RW,Linnbaan 30
,AT,Purkersdorf,1916,Henrik-Reinprecht-Straße 8,AT,Grieskirchen,9040 ,Alexander-Kopf-Weg 18
,NL,Jouswier,4694 LZ,Liseboulevard 99,Netherlands,Makkum,2114 MG,Tarasteeg 102
,NL,Achtmaal,7277 QZ,Suzeweg 129,NL,Echteeld,6042 AC,Berendpad 16
,NL,Laag-Keppel,5912 EL,Emmabaan 11,NL,Echteld,7621 AK,Bilalring 122A
,AT,Bad Leonfelden,2034,Estelle-Suppan-Platz 79,NL,Boeraker,1371 WB,Tijnring 65
,NL,Jouswier,4694 LZ,Liseboulevard 99,EE,New Valentina,32408,Suvi Springs 104A
,AT,Raabs an der Thaya,9317,Scharfstr. 101,Netherlands,Slijkenburg,9504 AE,Joëlboulevard 47
,EE,Vainmouth,72093,Aino Cape 70,NL,Sint Jansklooster,9210KF,Noorweg 85
,NL,Meterik,9641 EG,Timpad 65,AT,Groß-Enzersdorf,5588 ,Katharina-Stecher-Ring 136
,NL,Beerze,2439 GU,Pepijnsteeg 115,AT,Gmunden,5878 ,Winterstr. 10
,AT,Wieselburg,2431,Ellergasse 123,Austria,Rottenmann,6888,Maida-Kocher-Straße 11
,EE,West Andrei,67560,Jelena Rapid 28,AT,Villach,2107 ,Verena-Riedmann-Straße 92
,AT,Ternitz,7599,Blauensteinerweg 102,Estonia,Ülleview,82106,Valeri Locks 82
,AT,Wiener Neustadt,1976,Kernring 18,Estonia,East Valentinaside,86682,Mihkel Well 135
,AT,Groß-Enzersdorf,5588,Katharina-Stecher-Ring 136,EE,West Mihkelton,89155,Maslov Walk 8A
,AT,Leibnitz,7672,Doblerplatz 23,AT,Trieben,3252 ,Melisa-Werner-Straße 111
,EE,Lake Peeterfort,56464,Laura Ville 32,Netherlands,Renesse,9458 SS,Britthof 19
,AT,Neunkirchen,3226,Boris-Ladner-Platz 8,AT,Neulengbach,1341,Haasstr. 75B
,AT,Rottenmann,4634,Lara-Schön-Weg 67,EE,New Viktoria,59270 ,Marek Fords 19
,EE,East Anneburgh,58498,Luik Garden 129,NL,Nieuwe Pekela,2569 KW,Rikdreef 97B
,AT,Sankt Valentin,3787,Cornelius-Mitterer-Ring 83,EE,Eveshire,98391,Tamara Trafficway 105C
,AT,Purkersdorf,1916,Henrik-Reinprecht-Straße 8,Estonia,Elenafort,10405,Sergey Forge 83
,EE,Vainmouth,72093,Aino Cape 70,AT,Neulengbach,9365 ,Florentina-Schweitzer-Gasse 39
,NL,Uithoorn,9783 DD,Sebastiaanhof 142,NL,Waspe,6493 TX,Aaliyahdreef 118
,EE,East Sander,51250,Urb Point 70,NL,Farmsmu,2103 QS,Esmeeweg 105
,AT,Leibnitz,7672,Doblerplatz 23,AT,Schrems,5265,Richard-Dorner-Weg 104B
,EE,Tõnuland,95547,Riina Gardens 123,AT,Stadtschlaining,3202 ,Joshua-Holzmann-Ring 35
,NL,Monster,6397 YM,Joepboulevard 18,NL,Hoofddorp,5788 LP,Saarsteeg 12B
,NL,Wetsens,5380 XN,Zakarialaan 46,EE,Annuscehster,41165,Laas Stream 41
,NL,Rijswijk (GLD),4124 IT,Charlottebaan 71,AT,Innbruck,6940,Ava-Schütz-Gasse 99
,AT,Gänserndorf,8049,Nikolai-Scheucher-Ring 93,AT,Judenburg,8262,Jennifer-Bernhard-Gasse 77C
,AT,Traun,9775,Igor-Grüner-Weg 111,NL,Beek,8401 RT,Yaraweg 29B
,NL,Boerakker,1371 WB,Tijnring 65,EE,Reetbury,64161 ,Kaasik Field 107
,AT,Frohnleiten,9094,Anita-Trattner-Straße 85,AT,Rottenmann,4634 ,Lara-Schön-Weg 67
,EE,Vainmouth,72093,Aino Cape 70,Estonia,Aderport,41550,Nikiforov Mountains 28
,AT,Purkersdorf,1916,Henrik-Reinprecht-Straße 8,NL,Hekelinegn,8055 SW,Azraweg 17
,AT,Bad Radkersburg,2617,Wöhrerplatz 23,EE,Tiitside,89287,Valentina Stravenue 16B
,EE,Lake Annelistad,34954,Laura Lodge 8,NL,Beek,8401 RT,Yaraweg 29B
,EE,East Sander,51250,Urb Point 70,NL,Egmound-Binnen,6400 YE,Gerritring 67
,NL,Mander,9197 HA,Mehmetstraat 86,NL,Wieringerwaard,4884 ND,Sennapad 149C
,AT,Hartberg,4189,Arda-Haindl-Ring 86,AT,Fürstenfeld,2510 ,Marvin-Jahn-Straße 111
,EE,Lake Irinatown,86538,Laht Mews 133,EE,Reetbury,64161 ,Kaasik Field 107
,AT,Kindberg,3707,Selena-Rohrer-Gasse 137,Estonia,Lake Triin,47768,Aasa Land 144
,NL,Renesse,9458 SS,Britthof 19,EE,North Kristia,78705,Rätsep Mill 49
,NL,Boerakker,1371 WB,Tijnring 65,AT,Köflach,1969,Fleischmanngasse 147B
,NL,Blokzijl,8697 EV,Madeliefstraat 141,AT,Allthofen,6456,Pachlergasse 7
,AT,Oberndorf bei Salzburg,5038,Luise-Reiter-Ring 102,EE,Kristiinaburrgh,43198,Reet Port 145
,EE,Port Viktor,23734,Anu Isle 106,Austria,Zistersdorf,7590,Rothstr. 97
,AT,Bad Hall,9626,Voglerstr. 135,Estonia,Ülleview,82106,Valeri Locks 82
,EE,North Irinaborough,12187,Priit Mount 91,Austria,Klagenfurt,4852,Klausring 2
,AT,Mürzzuschlag,8603,Tiffany-Wimmer-Weg 50,AT,Dürnstein,1474 ,Grünwaldplatz 18
,EE,Alexandermouth,54606,Jaan River 88,AT,Badn,2908,Danilo-Mitterlehner-Gasse 113
,NL,Slijkenburg,9504 AE,Joëlboulevard 47,AT,Wieselburg,8804,Alexandra-Hartl-Ring 8C
,AT,Leoben,7362,Konstantin-Koller-Ring 94,Estonia,Kasemaabury,83887,Tiiu Port 116
,EE,Lake Triin,47768,Aasa Land 144,AT,Mattersburg,6922,UrbanstraÃe 86B
,AT,Ternitz,4294,Justin-Gross-Straße 126,AT,Scrattenthal,5869,Elisabeth-Rössler-Ring 94
,NL,Lobith,5348 TT,Samsteeg 87,Austria,Oberpullendorf,5724,Weissplatz 30
,EE,South Meelis,74495,Aleksandr Pines 41,Estonia,Elenafort,10405,Sergey Forge 83
,AT,Leibnitz,7672,Doblerplatz 23,Estonia,Urmasland,21111,Anna Fork 68
,EE,Indrekmouth,67144,Matvejev Orchard 138,NL,Blesmdijke,7031 CH,Carlijnsteeg 86
,AT,Baden,2908,Danilo-Mitterlehner-Gasse 113,NL,Berze,2439 GU,Pepijnsteeg 115
,AT,Traun,9775,Igor-Grüner-Weg 111,AT,Rottenmann,4988,Elina-Wurzer-Platz 107A
,NL,Sint Jansklooster,9210 KF,Noorweg 85,AT,Wieselburg,8804,Alexandra-Hartl-Ring 8C
,NL,Slijkenburg,9504 AE,Joëlboulevard 47,AT,Zistersdorf,8052 ,Aleksandra-Friedrich-Straße 11
,AT,Völkermarkt,7251,John-Varga-Straße 113,Estonia,South Marina,83491,Kuningas Pike 147
,EE,Alexandermouth,54606,Jaan River 88,AT,Sankt Valentlin,3787,Cornelius-Mitterer-Ring 83
,AT,Bad Hall,7287,Fritschstraße 10,NL,Nieuw-Weerdinge,1897 GE,Deandreef 26A
,EE,Kuuskmouth,18589,Olga Hollow 46,AT,Allthofen,6456,Pachlergasse 7
,NL,Makkum,2114 MG,Tarasteeg 102,EE,North iTiuville,20501,Reet Club 38
,EE,Lake Annelistad,34954,Laura Lodge 8,AT,Rottenmann,4988,Elina-Wurzer-Platz 107A
,EE,Lake Annelistad,34954,Laura Lodge 8,Netherlands,Meterik,9641 EG,Timpad 65
,AT,Dürnstein,6578,Calvin-Kasper-Straße 46,NL,Pietersbierum,2476 JN,Emmapad 48C
,AT,Groß-Enzersdorf,5588,Katharina-Stecher-Ring 136,Austria,Schrattenthal,9535,Loiblplatz 8
,NL,Ewijk,3850 RP,Lukahof 42,EE,North Kristjan,19198 ,Tiina Fork 142
,NL,Farmsum,2103 QS,Esmeeweg 105,NL,Bakhuizen,2328GS,Meikelaan 31
,EE,West Andrei,67560,Jelena Rapid 28,AT,Dürnstein,1474 ,Grünwaldplatz 18
,EE,Annuschester,41165,Laas Stream 41,EE,West Triin,45898 ,Nõmmik Views 107
,NL,Hoofddorp,5788 LP,Saarsteeg 12,NL,Uithoorn,9783 DD,Sebastiaanhof 142C
,NL,Tonden,6650 HE,Sophiepad 68,NL,Hekelinegn,8055 SW,Azraweg 17
,EE,Jaanusborough,52268,Diana Island 107,AT,Liezn,4309,Lily-Rechberger-Ring 65
,AT,Wiener Neustadt,1976,Kernring 18,AT,Marcchtrenk,4437,Hofstätterring 12
,NL,Wapse,6493 TX,Aaliyahdreef 118,AT,Zwettl,9873,Jessica-Bachmann-StraÃe 83B
,AT,Fürstenfeld,9237,Nikolina-Kucera-Straße 39,NL,Krewred,4410 NO,Simonring 120
,EE,Lake Peeterfort,56464,Laura Ville 32,EE,South Meelis,74495,Aleksandr Pines 41A
,AT,Grieskirchen,9040,Alexander-Kopf-Weg 18,Estonia,Andreiside,45067,Anne Stravenue 82
,EE,Langtown,76772,Anna Inlet 146,Estonia,Pulkmouth,57994,Kalmus Trail 111
,NL,Voorburg,8196 WK,Juulsteeg 36,NL,Egmound-Binnen,6400 YE,Gerritring 67
,NL,Blesdijke,7031 CH,Carlijnsteeg 86,NL,Haen Gn,2740 RV,Merlehof 84
,EE,Lake Dianastad,99041,Tatiana Viaduct 72,AT,Stadtschlaining,3202 ,Joshua-Holzmann-Ring 35
,AT,Völkermarkt,7251,John-Varga-Straße 113,Estonia,East Sander,51250,Urb Point 70
,NL,Rijswijk (GLD),4124 IT,Charlottebaan 71,Estonia,East Sander,51250,Urb Point 70
,EE,Tuulikstad,28046,Novikov Place 120,EE,Malldeton,24650,Raadik Junctions 95
,EE,Piretbury,76255,Laura Corners 45,Netherlands,Voorburg,8196 WK,Juulsteeg 36
,EE,Lake Raivo,33773,Sutt Route 145,EE,Sergejevmouth,87483 ,Toots Ridges 101
,AT,Ternitz,4294,Justin-Gross-Straße 126,EE,Ãunubrgh,72780,Nadežda Parkway 139
,NL,Mander,9197 HA,Mehmetstraat 86,AT,Pregarten,5773,Karoline-Horak-Gasse 146C
,AT,Neulengbach,1341,Haasstr. 75,NL,Trijpscompagnie,8550 YW,Veerlehof 31
,EE,Õunburgh,72780,Nadežda Parkway 139,AT,Bad Vöslau,8890 ,Kainzring 49
,NL,Tienray,9511 QK,Evelienpad 133,AT,Kuafstein,2617,Dana-Edlinger-Straße 95
,EE,Annuschester,41165,Laas Stream 41,Austria,Schrattenthal,5709,Elyas-Pieber-Gasse 121
,AT,Poysdorf,9968,Reichlgasse 149,AT,Ebefurth,8571,Levi-Schweiger-Weg 114
,AT,Neulengbach,1341,Haasstr. 75,EE,North Irinaborough,12187,Priit Mount 91B
