label,left_birthDate,left_email,left_gender,left_jobTitle,left_knowsLanguage,left_name,right_birthDate,right_email,right_gender,right_jobTitle,right_knowsLanguage,right_name
,1993-10-04,anthonybentley@healthcare.org,Male,Cardiovascular Surgeon,de,Anthony Bentley,1964-06-04,hanngahgallegos@healthcare.org,Other,Pathologist,Dutch,Hannah Gallegos
,1993-07-16,howardmorris@healthcare.org,Male,Genetic Counselor,nl,Howard Morris,1978-02-22,hapnnahmiller@healthcare.org,Female,Obstetrics Technician,de,Miller Hannah
,1991-06-21,dawnsmith@healthcare.org,Other,Orthopedic Nurse,et,Dawn Smith,1988-04-01,mikaylasolis@healthcare.org,Female,Arthritis Specialist,de,Mikayla Sollis
,1961-09-21,christopherharris@healthcare.org,Male,Poison Control Specialist,et,Christopher Harris,1978-04-06,saahmyers@healthcare.org,Female,Podiatrist,Dutch,Sarah Myers
,1985-07-13,angelaturner@healthcare.org,Other,Histology Technician,de,Angela Turner,1994-08-10,cameronrobeerts@healthcare.org,Other,Endocrinologist,Estonian,Cameron Roberts
,1998-07-13,johnvargas@healthcare.org,Female,Optician,nl,John Vargas,1975-11-05,rachelbrown@healthcare.org,Male,Hematology Nurse,et,Rachel Brown
,1984-10-12,barbarawest@healthcare.org,Male,Rheumatology Nurse,de,Barbara West,1996-07-03,mmrjamesmccann@healthcare.org,Female,Endocrinologist,de,Mr. James Mccann
,1961-03-17,joshuaflynn@healthcare.org,Other,Urologist,nl,Joshua Flynn,1985-18-10,melissagomez@healthcare.org,Male,Obstetric Nurse,et,Melissa Gomez
,1981-07-17,jordanlopez@healthcare.org,Male,Poison Control Specialist,et,Jordan Lopez,1992-03-04,kristamadbdox@healthcare.org,Female,GI Nurse,Estonian,Krista Maddox
,1970-09-06,christinelopez@healthcare.org,Female,Rheumatology Nurse,de,Christine Lopez,1989-07-27,melissagreen@healthcare.org,Other,Health Educator,et,Meissa Green
,1967-11-14,ebonylee@healthcare.org,Other,Blood Bank Technologist,nl,Ebony Lee,1970-26-11,loriperry@healthcare.org,Female,Respiratory Therapist,de,Lori Perry
,1986-01-14,ashleyroy@healthcare.org,Male,Orthopedic Nurse,et,Ashley Roy,1959-11-22,andrewnorris@healthcare.org,Other,MRI Technologist,German,Andrew Norris
,1997-11-26,tylerschroeder@healthcare.org,Other,Medical Assistant,de,Tyler Schroeder,1998-15-08,keithpeterson@healthcare.org,Female,Hematologist,de,Keith Peterson
,1988-04-29,dianaellis@healthcare.org,Male,Cardiologist,nl,Diana Ellis,1978-04-06,saahmyers@healthcare.org,Female,Podiatrist,Dutch,Sarah Myers
,1968-02-18,donaldanderson@healthcare.org,Female,Cosmetic Surgery Nurse,nl,Donald Anderson,1966-09-28,edwardptterson@healthcare.org,Female,Blood Bank Technologist,nl,Patterson Edward
,1996-05-18,debrabrown@healthcare.org,Female,Mental Health Nurse,de,Debra Brown,1962-08-26,angealflynn@healthcare.org,Other,Vision Therapist,de,Flynn Angela
,1984-09-24,jermainedavis@healthcare.org,Male,Radiologist,nl,Jermaine Davis,1967-07-24,christopherstewat@healthcare.org,Other,Surgeon,nl,C. Stewart
,1999-08-20,kimberlyjones@healthcare.org,Other,Urology Nurse,de,Kimberly Jones,1992-12-04,amanasuarez@healthcare.org,Male,Anesthesiology Assistant,nl,Amanda Suarez
,1973-12-28,sandragarza@healthcare.org,Male,GI Nurse,nl,Sandra Garza,1996-08-29,raymondmcgrathjr@healthcare.org,Male,Ophthalmologist,de,Ramyond Mcgrath Jr.
,1971-06-22,jessicaherrera@healthcare.org,Other,Gastroenterologist,de,Jessica Herrera,1979-06-06,josestouut@healthcare.org,Male,Foot Care Nurse,nl,Jdose Stout
,1977-12-08,sarahjames@healthcare.org,Other,Plastic Surgeon,et,Sarah James,1994-02-17,robetcoleman@healthcare.org,Other,Emergency Medical Technician,et,R. Coleman
,1996-05-24,donaldgarcia@healthcare.org,Other,Clinical Genetics Specialist,de,Donald Garcia,1993-10-23,cynthiafoster@healthcare.org,Male,Pathologist,et,Cynthia Fvoster
,1990-08-21,jameslittle@healthcare.org,Male,Medical Laboratory Scientist,nl,James Little,1968-08-20,trxavisyoung@healthcare.org,Other,Gastroenterologist,de,Trais Young
,1973-06-18,mrslindsayshaffer@healthcare.org,Male,GI Technician,et,Mrs. Lindsay Shaffer,1991-07-03,emilyhesley@healthcare.org,Other,Therapist,Estonian,Emily Hensley
,1962-05-26,katiebooth@healthcare.org,Male,Anesthesiologist,nl,Katie Booth,1983-14-01,meganosbomrne@healthcare.org,Female,Anesthesiology Nurse,et,Megan Osborne
,1988-03-28,dawnlee@healthcare.org,Other,Surgical Technologist,de,Dawn Lee,1960-01-22,zacharyoconnell@healthcare.org,Female,Rheumatology Nurse,et,Z. Oconnell
,1993-11-12,jasondavis@healthcare.org,Other,Urodynamics Technician,nl,Jason Davis,1977-12-09,annessampson@healthcare.org,Other,Endocrine Nurse,Dutch,Anne Sampson
,1996-03-07,mrjamesmccann@healthcare.org,Female,Endocrinologist,de,Mr. James Mccann,1993-08-08,stevedyer@healthcare.org,Other,Genetic Counselor,de,Steven Dyer
,1974-01-08,josephtrevino@healthcare.org,Male,Endocrinologist,de,Joseph Trevino,1966-09-28,edwardptterson@healthcare.org,Female,Blood Bank Technologist,nl,Patterson Edward
,1989-08-27,gregoryellison@healthcare.org,Female,Surgical Technologist,et,Gregory Ellison,1967-03-23,martinlohpez@healthcare.org,Other,Arthritis Specialist,German,Martin Lopez
,1959-06-16,cynthiamorales@healthcare.org,Other,Nutritionist,de,Cynthia Morales,1970-04-08,mrnathanjacobmsd@healthcare.org,Female,Nephrologist,et,Mo. Nathan Jacobs MD
,1998-11-29,timothyphillips@healthcare.org,Female,Skin Care Specialist,de,Timothy Phillips,1997-01-04,ashleyhubbard@healthcare.org,Other,Dialysis Nurse,Estonian,Ashley Hubbard
,1979-01-17,jackgibson@healthcare.org,Male,Infection Control Nurse,et,Jack Gibson,1999-05-06,shelleyburns@healthcare.org,Other,Toxicologist,et,Shelley Bunrs
,1968-10-29,darrenwang@healthcare.org,Male,Epidemiologist,de,Darren Wang,1993-11-03,stephencunninghma@healthcare.org,Other,Poison Control Specialist,et,Stephen Cunningham
,1997-07-09,sonyasawyer@healthcare.org,Other,Environmental Health Officer,de,Sonya Sawyer,1997-02-22,terrhyoffman@healthcare.org,Female,Lab Technician,nl,Tehry Hoffman
,1975-05-23,amykelly@healthcare.org,Other,Dentist,nl,Amy Kelly,1959-06-25,carlanderszon@healthcare.org,Male,Dietitian,nl,Curl Anderson
,1994-12-08,amandasmith@healthcare.org,Female,Pharmacy Technician,de,Amanda Smith,1985-07-08,aaonwalters@healthcare.org,Female,Toxicologist,et,Aaron Walters
,1996-03-07,robertharris@healthcare.org,Male,Hematology Nurse,de,Robert Harris,1972-10-27,behnjaminshepard@healthcare.org,Female,Pulmonary Function Technologist,nl,B. Shepard
,1994-06-04,sarahmcdaniel@healthcare.org,Other,GI Technician,de,Sarah Mcdaniel,1960-13-03,sandraahll@healthcare.org,Other,Genetic Counselor,et,Sandra Hall
,1983-06-11,matthewkaufman@healthcare.org,Other,Endocrinologist,et,Matthew Kaufman,1994-04-15,cytnhiavargas@healthcare.org,Male,Audiologist,nl,Vargas Cynthia
,1993-02-07,terryfuentes@healthcare.org,Male,Neonatal Nurse,de,Terry Fuentes,1983-11-14,tjaylorrios@healthcare.org,Male,Midwife,et,Rios Taylor
,1960-09-30,michelejones@healthcare.org,Other,GI Technician,nl,Michele Jones,1975-04-30,robinjuohnson@healthcare.org,Male,Arthritis Specialist,et,R. Johnson
,1966-12-10,kevindixon@healthcare.org,Female,Endocrine Nurse,de,Kevin Dixon,1981-10-22,hananhcurtis@healthcare.org,Male,Midwife,de,Curtis Hannah
,1985-01-15,jenniferray@healthcare.org,Other,Cosmetic Surgery Nurse,nl,Jennifer Ray,1983-01-02,tammyskinner@healthcare.org,Male,Labor & Delivery Nurse,German,Tammy Skinner
,1973-10-14,barbarasimpson@healthcare.org,Male,Community Outreach Specialist,nl,Barbara Simpson,1965-03-31,carlosjohnon@healthcare.org,Male,Dietitian,et,Johnson Carlos
,1960-12-04,christianhernandez@healthcare.org,Male,Pediatrician,et,Christian Hernandez,1961-08-21,mihcellebarrera@healthcare.org,Female,Neurologist,nl,Barrera Michelle
,1964-04-26,shawncarson@healthcare.org,Female,EEG Technician,nl,Shawn Carson,1995-12-27,melsisacampos@healthcare.org,Other,Audiologist,Dutch,Melissa Campos
,1978-04-06,sarahmyers@healthcare.org,Female,Podiatrist,nl,Sarah Myers,1996-08-03,rachelbihsop@healthcare.org,Female,Epidemiologist,de,R. Bishop
,1983-02-08,erinwilson@healthcare.org,Other,Optometrist,nl,Erin Wilson,1963-01-24,chistophercooper@healthcare.org,Female,Reconstructive Specialist,et,C. Cooper
,1997-11-24,gabriellevine@healthcare.org,Other,Lab Technician,et,Gabriel Levine,1964-02-15,brittneyrioos@healthcare.org,Other,Foot Care Nurse,Dutch,Brittney Rios
,1997-12-23,joshuabarnett@healthcare.org,Female,Foot Care Nurse,de,Joshua Barnett,1972-09-17,wbyattmiller@healthcare.org,Female,Urologist,de,Miller Wyatt
,1967-07-22,kathrynodonnell@healthcare.org,Other,Women's Health Nurse,de,Kathryn Odonnell,1998-12-14,ayodom@healthcare.org,Other,Rheumatologist,nl,Amy Oodm
,1965-01-15,cherylrodgers@healthcare.org,Male,Toxicologist,et,Cheryl Rodgers,1963-07-23,cehrylwebb@healthcare.org,Other,Anesthesiology Nurse,et,C. Webb
,1998-10-12,samanthahamilton@healthcare.org,Female,Public Health Officer,et,Samantha Hamilton,1982-12-13,donaldgumzan@healthcare.org,Male,GI Technician,German,Donald Guzman
,1982-09-08,michellegarcia@healthcare.org,Female,Rheumatology Nurse,de,Michelle Garcia,1972-29-08,russelljyenkins@healthcare.org,Male,Dental Assistant,et,Russell Jenkins
,1999-05-06,shelleyburns@healthcare.org,Other,Toxicologist,et,Shelley Burns,1976-10-25,carolwebster@healthcare.org,Male,Respiratory Therapist,de,Carlo Webster
,1968-06-06,josephstewart@healthcare.org,Other,Diabetes Educator,de,Joseph Stewart,1990-10-08,kimhines@healthcare.org,Male,Respiratory Therapist,et,Kim Hines
,1987-12-06,destinyjacobson@healthcare.org,Male,School Nurse,et,Destiny Jacobson,1983-08-03,kevnicooper@healthcare.org,Other,Medical Laboratory Scientist,de,K. Cooper
,1982-10-14,stephanieevans@healthcare.org,Male,Endocrine Nurse,de,Stephanie Evans,1976-07-10,amylane@healthcare.org,Other,Anesthesia Assistant,de,Afmy Lane
,1979-10-27,georgecastaneda@healthcare.org,Male,Obstetrics Technician,de,George Castaneda,1979-01-13,patrickmarshqall@healthcare.org,Female,Anesthesiologist,nl,Marshall Patrick
,1984-03-05,melvingreene@healthcare.org,Other,Obstetrician,et,Melvin Greene,1986-03-15,rachelrobertsoon@healthcare.org,Female,Oncology Nurse,et,R. Robertson
,1964-06-08,dawnanderson@healthcare.org,Female,Surgical Technologist,de,Dawn Anderson,1974-19-08,danawiilliams@healthcare.org,Female,Obstetric Nurse,et,Dana Williams
,1999-07-11,richardbeck@healthcare.org,Male,Hematologist,nl,Richard Beck,1964-09-22,lautraschultz@healthcare.org,Female,Cytotechnologist,nl,L. Schultz
,1983-07-10,tonyarodriguez@healthcare.org,Other,Oncologist,nl,Tonya Rodriguez,1961-06-28,alicawagner@healthcare.org,Female,Anesthesia Assistant,nl,Alicria Wagner
,1999-06-28,catherineramirez@healthcare.org,Female,Poison Control Specialist,et,Catherine Ramirez,1959-12-28,dtestinymoore@healthcare.org,Female,Respiratory Therapist,et,Destiny Mozre
,1967-03-23,martinlopez@healthcare.org,Other,Arthritis Specialist,de,Martin Lopez,1983-08-09,araonlevine@healthcare.org,Male,Otolaryngologist,Estonian,Aaron Levine
,1976-01-09,crystalwillis@healthcare.org,Female,Optician,de,Crystal Willis,1974-02-19,rvussellsilva@healthcare.org,Other,Therapist,nl,Silva Russell
,1977-03-30,chasesnyder@healthcare.org,Other,Medical Assistant,et,Chase Snyder,1986-31-08,athonyhernandez@healthcare.org,Male,Dental Assistant,de,Anthony Hernandez
,1971-04-04,sophiaharrell@healthcare.org,Male,Cardiac Nurse,de,Sophia Harrell,1971-07-05,ericewton@healthcare.org,Other,Nutritionist,et,Eric Newton
,1977-03-06,lisaperez@healthcare.org,Male,Pulmonary Function Technologist,et,Lisa Perez,1962-10-14,michaelsmtihjr@healthcare.org,Male,Cosmetic Surgery Nurse,nl,M. Smith Jr.
,1966-03-03,sandramoses@healthcare.org,Other,Anesthesiology Nurse,nl,Sandra Moses,1962-04-02,richardfmartinez@healthcare.org,Female,Respiratory Therapist,nl,R. Martinez
,1987-10-14,ronniegibson@healthcare.org,Male,Primary Care Nurse,de,Ronnie Gibson,2000-03-05,davidwright@healthcare.org,Other,Reconstructive Specialist,German,David Wright
,1962-05-01,michaeljohnston@healthcare.org,Female,Primary Care Nurse,nl,Michael Johnston,1969-31-10,douglascboyd@healthcare.org,Other,Communication Disorders Specialist,nl,Douglas Boyd
,1977-03-04,abigailelliott@healthcare.org,Other,Gastroenterologist,nl,Abigail Elliott,1968-12-02,destiynbradley@healthcare.org,Male,Arthritis Specialist,et,Destiny Bradley
,1996-01-17,lauracook@healthcare.org,Other,Primary Care Nurse,nl,Laura Cook,1974-06-11,jessicawwalker@healthcare.org,Male,Speech Therapist,German,Jessica Walker
,1960-03-14,christinefischer@healthcare.org,Other,Dermatology Nurse,de,Christine Fischer,1977-12-31,danieljoohnson@healthcare.org,Other,Doula,nl,Johnson Daniel
,1982-03-04,stephaniesingh@healthcare.org,Male,Medical Assistant,et,Stephanie Singh,1990-08-21,jameslittle@healthcare.org,Male,Medical Laboratory Scientist,nl,J. Little
,1962-04-20,michaelbentley@healthcare.org,Other,Lab Technician,de,Michael Bentley,1977-11-12,toddnelson@healthcare.org,Female,Epidemiologist,nl,T. Nelson
,1980-05-21,katherinerodriguez@healthcare.org,Other,Neurologist,de,Katherine Rodriguez,1995-12-27,melsisacampos@healthcare.org,Other,Audiologist,Dutch,Melissa Campos
,1961-03-28,emilycooper@healthcare.org,Male,Obstetrician,et,Emily Cooper,1992-01-18,whitneyemvans@healthcare.org,Male,Midwife,et,Whitney Evcns
,1988-12-31,katherineberry@healthcare.org,Female,Dental Assistant,nl,Katherine Berry,1996-10-26,alyssawillibams@healthcare.org,Female,Orthopedic Surgeon,Dutch,Alyssa Williams
,1965-01-15,cherylrodgers@healthcare.org,Male,Toxicologist,et,Cheryl Rodgers,1961-13-06,erinwods@healthcare.org,Female,Public Health Officer,nl,Erin Woods
,1991-03-05,danielcamacho@healthcare.org,Male,Psychologist,et,Daniel Camacho,1964-06-05,courtneymilller@healthcare.org,Female,Anesthesia Assistant,et,Miller Courtney
,1960-03-13,sandrahall@healthcare.org,Other,Genetic Counselor,et,Sandra Hall,1993-11-12,jasondaivs@healthcare.org,Other,Urodynamics Technician,Dutch,Jason Davis
,1993-06-19,johnpineda@healthcare.org,Female,Anesthesiology Nurse,de,John Pineda,1995-08-22,tammytrhomas@healthcare.org,Female,Public Health Nurse,et,Tmmmy Thomas
,1992-10-14,taracopeland@healthcare.org,Female,Surgical Nurse,et,Tara Copeland,1999-06-10,kristinaataylor@healthcare.org,Male,Rheumatologist,et,K. Taylor
,1962-04-20,michaelbentley@healthcare.org,Other,Lab Technician,de,Michael Bentley,1962-04-06,carolmilelr@healthcare.org,Other,Pharmacy Technician,de,Carol Miller
,1991-06-23,juliahill@healthcare.org,Female,Nutritionist,et,Julia Hill,1981-10-13,keitanderson@healthcare.org,Female,Infection Control Nurse,et,Anderson Keith
,1984-11-02,brandonmartin@healthcare.org,Male,Geneticist,et,Brandon Martin,1972-04-18,juillcastro@healthcare.org,Female,Psychologist,German,Jill Castro
,1987-12-21,amycoffey@healthcare.org,Other,Anesthesia Assistant,de,Amy Coffey,1971-06-22,jessicaherrerra@healthcare.org,Other,Gastroenterologist,de,J. Herrera
,1984-05-07,tracyjohnson@healthcare.org,Female,EKG Technician,nl,Tracy Johnson,1995-31-03,natalieabarr@healthcare.org,Male,Geneticist,nl,Natalie Barr
,1961-01-27,jerrygarcia@healthcare.org,Female,Registered Nurse,nl,Jerry Garcia,1993-11-12,jasondaivs@healthcare.org,Other,Urodynamics Technician,Dutch,Jason Davis
,1976-11-28,howardhamilton@healthcare.org,Female,Lab Technician,de,Howard Hamilton,1962-12-12,gregryfernandez@healthcare.org,Other,Pathologist,Estonian,Gregory Fernandez
,1987-04-19,davidharrison@healthcare.org,Other,Foot Care Nurse,et,David Harrison,1961-08-13,stephaniekely@healthcare.org,Female,Epidemiologist,et,S. Kelly
,2000-01-24,williamlutz@healthcare.org,Male,Hematologist,nl,William Lutz,1973-03-28,kennetthgomez@healthcare.org,Female,Pulmonologist,nl,K. Gomez
,1973-04-16,seanevans@healthcare.org,Male,Psychologist,nl,Sean Evans,1966-01-16,cynthiamoon@healthcare.org,Female,Cardiac Nurse,de,Moon Cynthia
,1961-12-21,anamiller@healthcare.org,Male,General Practitioner,de,Ana Miller,1995-07-09,billhaimlton@healthcare.org,Other,Primary Care Nurse,et,Hamilton Bill
,1983-06-16,kelseysmith@healthcare.org,Male,Respiratory Therapist,et,Kelsey Smith,1972-01-21,jnicefuller@healthcare.org,Female,Anesthesiology Assistant,German,Janice Fuller
,1993-04-14,elizabetholiver@healthcare.org,Other,Obstetrics Technician,et,Elizabeth Oliver,1986-09-21,samuelsbrown@healthcare.org,Female,Rheumatologist,et,Brown Samuel
,1982-09-24,justinlopez@healthcare.org,Male,Pathologist,et,Justin Lopez,1981-09-04,vickidonoaldson@healthcare.org,Other,Communication Disorders Specialist,et,Vicki Dofnaldson
,1987-12-22,gabriellahicks@healthcare.org,Other,Orthopedic Nurse,et,Gabriella Hicks,1977-06-03,lisaperez@healthcare.org,Male,Pulmonary Function Technologist,et,Lisa Perez
,1997-08-31,michelleramirez@healthcare.org,Female,Medical Assistant,de,Michelle Ramirez,1959-12-12,sabrinabrown@healthcare.org,Other,Anesthesiology Nurse,de,Brown Sabrina
,1964-02-15,brittneyrios@healthcare.org,Other,Foot Care Nurse,nl,Brittney Rios,1969-01-01,jsesecarter@healthcare.org,Other,GI Nurse,Dutch,Jesse Carter
,1976-10-11,stephenhammond@healthcare.org,Male,Primary Care Nurse,et,Stephen Hammond,1981-12-30,josepvhillanueva@healthcare.org,Male,Respiratory Therapist,Estonian,Joseph Villanueva
,1988-02-26,vanessakelly@healthcare.org,Female,Oncology Nurse,nl,Vanessa Kelly,1999-02-26,johnnywilliasmdds@healthcare.org,Male,Speech Therapist,de,J. Williams DDS
,1965-08-25,amyschroeder@healthcare.org,Other,Environmental Health Officer,de,Amy Schroeder,1986-11-10,victorwiamoon@healthcare.org,Other,General Practitioner,de,V. Moon
,1990-07-29,douglasandrade@healthcare.org,Male,Obstetrics Technician,nl,Douglas Andrade,1974-01-21,jennfierlopezdvm@healthcare.org,Other,Clinical Genetics Specialist,Dutch,Jennifer Lopez DVM
,1975-04-30,robinjohnson@healthcare.org,Male,Arthritis Specialist,et,Robin Johnson,1987-12-27,allenhtompson@healthcare.org,Male,Pediatrician,et,A. Thompson
,1962-08-26,angelaflynn@healthcare.org,Other,Vision Therapist,de,Angela Flynn,1978-03-15,karenundeerwood@healthcare.org,Male,Dentist,et,Kaben Underwood
,1976-01-09,crystalwillis@healthcare.org,Female,Optician,de,Crystal Willis,1979-08-17,scottmoyer@healthcare.org,Other,Elderly Care Specialist,nl,S. Moyer
,1977-12-09,annesampson@healthcare.org,Other,Endocrine Nurse,nl,Anne Sampson,1993-10-23,cynthiafoster@healthcare.org,Male,Pathologist,et,Cynthia Fvoster
,1993-07-01,matthewjackson@healthcare.org,Female,Cardiac Nurse,nl,Matthew Jackson,1959-12-02,maryhess@healthcare.org,Other,Nutritionist,de,Hess Mary
,1968-07-31,davidbuckley@healthcare.org,Female,Pharmacy Technician,nl,David Buckley,1997-01-12,douglalsiu@healthcare.org,Female,Poison Control Specialist,German,Douglas Liu
,1997-12-23,joshuabarnett@healthcare.org,Female,Foot Care Nurse,de,Joshua Barnett,1994-02-17,robetcoleman@healthcare.org,Other,Emergency Medical Technician,et,R. Coleman
,1984-01-06,rogermeyers@healthcare.org,Male,Endocrine Nurse,de,Roger Meyers,1992-06-03,carlllong@healthcare.org,Other,Skin Care Specialist,et,C. Long
,1982-12-13,donaldguzman@healthcare.org,Male,GI Technician,de,Donald Guzman,1964-06-14,brandsandersmd@healthcare.org,Male,Pathologist,nl,Bmrandy Sanders MD
,1972-01-21,janicefuller@healthcare.org,Female,Anesthesiology Assistant,de,Janice Fuller,1984-09-24,jermainedavis@healthcare.org,Male,Radiologist,nl,Davis Jermaine
,1988-11-25,shannonmonroe@healthcare.org,Female,Cytotechnologist,de,Shannon Monroe,1995-31-08,riickydiaz@healthcare.org,Male,Optometrist,nl,Ricky Diaz
,1997-08-05,randyrice@healthcare.org,Other,Gastroenterologist,de,Randy Rice,1959-08-22,timothyuherta@healthcare.org,Other,Public Health Officer,Dutch,Timothy Huerta
,1991-01-18,claudiawatkins@healthcare.org,Other,Nephrologist,de,Claudia Watkins,1980-05-21,kahterinerodriguez@healthcare.org,Other,Neurologist,de,Rodriguez Katherine
,1984-05-07,tracyjohnson@healthcare.org,Female,EKG Technician,nl,Tracy Johnson,1960-09-23,angelgrahamamd@healthcare.org,Male,Pathologist,German,Angel Graham MD
,1976-09-11,frankaguirre@healthcare.org,Male,Physical Therapist,nl,Frank Aguirre,1967-09-01,alexandramiller@healthcare.org,Other,Family Physician,et,Aalexandra Miller
,1999-01-11,carlydickerson@healthcare.org,Female,Pediatric Nurse,nl,Carly Dickerson,1981-05-17,nathanielsmith@healthcare.org,Other,Physiotherapist,et,N. Smith
,1996-08-03,rachelbishop@healthcare.org,Female,Epidemiologist,de,Rachel Bishop,1997-08-05,randyrice@healthcare.org,Other,Gastroenterologist,de,R. Rice
,1961-12-21,anamiller@healthcare.org,Male,General Practitioner,de,Ana Miller,1962-07-30,vicctoriabarker@healthcare.org,Female,Women's Health Nurse,de,Vicoria Barker
,1960-12-05,kimberlystevens@healthcare.org,Male,Community Health Worker,de,Kimberly Stevens,1967-07-24,christopherstewat@healthcare.org,Other,Surgeon,nl,C. Stewart
,1981-06-12,jamesrobinson@healthcare.org,Male,Dialysis Nurse,de,James Robinson,1972-04-12,oliviacameon@healthcare.org,Female,Urology Nurse,et,Olivia Cameron
,1972-02-21,melissastephens@healthcare.org,Male,General Practitioner,nl,Melissa Stephens,1982-10-04,ssankramer@healthcare.org,Other,Skin Care Specialist,Estonian,Susan Kramer
,1970-06-19,kylegibson@healthcare.org,Female,Clinical Genetics Specialist,et,Kyle Gibson,2000-24-01,willimlutz@healthcare.org,Male,Hematologist,nl,William Lutz
,1968-08-30,victoriajones@healthcare.org,Other,Orthotic Specialist,et,Victoria Jones,1962-12-03,chaleneduncan@healthcare.org,Female,Pathologist,Dutch,Charlene Duncan
,1962-07-30,victoriabarker@healthcare.org,Female,Women's Health Nurse,de,Victoria Barker,1979-01-13,patrickmarshqall@healthcare.org,Female,Anesthesiologist,nl,Marshall Patrick
,1965-03-30,jordanbailey@healthcare.org,Male,Infectious Disease Specialist,et,Jordan Bailey,1982-01-18,kathyknnapp@healthcare.org,Female,Psychologist,et,K. Knapp
,1982-02-26,aprilsmith@healthcare.org,Other,Hematology Nurse,et,April Smith,1990-08-21,jameslittle@healthcare.org,Male,Medical Laboratory Scientist,nl,J. Little
,1968-12-31,deannasmith@healthcare.org,Female,Community Health Worker,de,Deanna Smith,1975-30-12,jennifergoodman@healthcare.org,Female,Emergency Physician,et,Jennifer Goodman
,1973-03-30,stevenboone@healthcare.org,Other,Pathologist,nl,Steven Boone,1975-08-01,robertmoreono@healthcare.org,Female,Environmental Health Officer,et,R. Moreno
,1983-01-16,arianagardner@healthcare.org,Female,Psychiatrist,de,Ariana Gardner,1971-10-11,aaronuroberts@healthcare.org,Female,Labor & Delivery Nurse,German,Aaron Roberts
,1959-12-02,maryhess@healthcare.org,Other,Nutritionist,de,Mary Hess,1964-25-01,tarasancohez@healthcare.org,Female,School Nurse,nl,Tara Sanchez
,1973-11-25,brianvazquez@healthcare.org,Male,Public Health Nurse,et,Brian Vazquez,1985-09-08,larryholmes@healthcare.org,Female,Blood Bank Technologist,Estonian,Larry Holmes
